index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
665,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + satvi + dfi:satvi,simp,0.452,0.4513,2357.3268,414.1896,95.353,0.084,0.4931,0.1572,0.7734,286.4675,54.2784,0.3216,0.0357,0.4064,0.0431,0.0612,0.0076,249.6039,0.5112,0.3809,375.8962,0.3414,0.1005,0.4923
666,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + ndii7 + dfi:ndii7,simp,0.4663,0.4656,2297.1146,390.7236,74.9304,0.0851,0.4694,0.1539,0.7633,271.1645,41.6305,0.3103,0.0429,0.3979,0.0576,0.0599,0.0095,223.7876,0.4606,0.3506,354.4825,0.3261,0.1034,0.5007
667,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + nir + dfi:nir,simp,0.1335,0.1324,3407.5939,476.8883,101.0316,0.1416,0.5655,0.1665,0.8802,341.4491,57.9872,0.4031,0.0312,0.5118,0.0442,0.077,0.0077,286.2249,0.5866,0.6594,460.0687,0.4052,0.1103,0.6048
668,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + swir1 + dfi:swir1,simp,0.549,0.5484,1911.1831,352.9602,80.8829,0.0725,0.4256,0.1471,0.6942,249.0433,45.345,0.2873,0.0269,0.3673,0.0436,0.0554,0.0083,224.2809,0.4602,0.3188,339.395,0.301,0.1017,0.5068
669,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + swir2 + dfi:swir2,simp,0.6336,0.6331,1435.1504,322.5535,73.9253,0.0569,0.3902,0.14,0.6499,222.1461,37.2352,0.2552,0.0269,0.3304,0.0418,0.0499,0.0079,185.0591,0.3796,0.2352,279.3812,0.2703,0.0958,0.4583
670,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + bai_126 + dfi:bai_126,simp,0.1508,0.1497,3361.4062,475.6588,96.8469,0.1433,0.5621,0.157,0.8515,336.3072,53.9802,0.3936,0.0366,0.5072,0.0538,0.0763,0.0084,289.8995,0.5952,0.6427,453.1439,0.3973,0.1008,0.573
671,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + bai_136 + dfi:bai_136,simp,0.407,0.4062,2538.3058,415.9074,92.9449,0.0909,0.495,0.1552,0.7947,291.9349,51.0708,0.3343,0.0301,0.4223,0.0383,0.0636,0.0072,253.7719,0.5194,0.4256,369.7757,0.3478,0.0999,0.5219
672,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + bai_146 + dfi:bai_146,simp,0.3452,0.3443,2765.6309,431.4469,85.0252,0.1047,0.5119,0.1473,0.775,300.2826,46.3524,0.3446,0.0443,0.442,0.0577,0.0665,0.0091,250.5039,0.5153,0.4485,394.5456,0.3574,0.1002,0.5141
673,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + bai_236 + dfi:bai_236,simp,0.5802,0.5797,1746.4541,362.2591,80.6316,0.0646,0.4363,0.1516,0.6995,250.9247,44.9556,0.281,0.0367,0.3544,0.044,0.0535,0.0081,210.393,0.4316,0.2673,346.6307,0.3027,0.1006,0.4585
674,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + bai_246 + dfi:bai_246,simp,0.3769,0.3761,2651.8689,423.7476,83.6177,0.0987,0.5038,0.1484,0.7693,294.4352,45.499,0.3366,0.0436,0.431,0.056,0.0648,0.0089,243.8136,0.5015,0.419,385.7424,0.3513,0.1016,0.5101
675,Spatial,2,np.log(Biomass_kg_ha) ~ dfi + bai_346 + dfi:bai_346,simp,0.4532,0.4525,2352.3031,400.4037,80.8045,0.0858,0.4778,0.1468,0.726,277.6042,44.4796,0.3159,0.0459,0.4029,0.0569,0.0607,0.0093,229.5549,0.4723,0.3545,358.3305,0.3326,0.1022,0.4844
676,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + ndti + ndvi:ndti,simp,0.6251,0.6246,1487.2285,340.0904,76.442,0.0584,0.4109,0.1453,0.642,232.5953,42.3135,0.2615,0.0409,0.3335,0.0483,0.0503,0.0087,191.525,0.3936,0.221,328.62,0.2825,0.1003,0.4298
677,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + satvi + ndvi:satvi,simp,0.2953,0.2944,2933.9892,441.1179,111.5332,0.1097,0.5233,0.1661,0.7823,314.0646,66.0652,0.3638,0.0401,0.4601,0.0537,0.0693,0.0091,263.4601,0.5408,0.5141,444.2829,0.3744,0.1144,0.5609
678,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + nir + ndvi:nir,simp,0.4458,0.445,2383.4726,395.525,94.0078,0.0863,0.4741,0.1621,0.7685,275.7685,55.2883,0.3163,0.0372,0.4064,0.0526,0.0613,0.0092,218.543,0.4481,0.3959,370.0363,0.333,0.1149,0.5566
679,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + swir1 + ndvi:swir1,simp,0.5417,0.5411,1947.8913,358.5518,89.3463,0.0728,0.4316,0.1507,0.6922,250.4161,54.7468,0.2862,0.0345,0.3701,0.0496,0.0559,0.009,220.2277,0.4523,0.32,356.4037,0.3029,0.1076,0.5139
680,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + swir2 + ndvi:swir2,simp,0.6325,0.632,1441.9329,328.1661,82.6484,0.0564,0.395,0.1391,0.6336,226.0831,44.9109,0.2561,0.0292,0.3312,0.0427,0.05,0.0079,196.102,0.4025,0.235,302.7825,0.2742,0.0967,0.4555
681,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + bai_126 + ndvi:bai_126,simp,0.2518,0.2508,3071.2608,444.2423,109.8047,0.1204,0.526,0.1631,0.7894,319.9997,66.8678,0.3759,0.0388,0.4757,0.051,0.0716,0.0085,265.4182,0.5448,0.5557,452.548,0.3806,0.1141,0.5784
682,Spatial,2,np.log(Biomass_kg_ha) ~ ndvi + bai_136 + ndvi:bai_136,simp,0.2347,0.2337,3122.9462,448.5061,109.0876,0.1232,0.5317,0.1655,0.802,324.2366,66.2803,0.3813,0.0397,0.4811,0.0521,0.0724,0.0087,266.7859,0.5479,0.5692,463.6569,0.386,0.1163,0.5898
683,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + satvi + ndti:satvi,simp,0.6332,0.6327,1437.4407,343.549,77.5795,0.057,0.4162,0.1504,0.6726,234.867,43.2536,0.261,0.0364,0.3316,0.045,0.05,0.0083,192.2885,0.3954,0.2281,315.9776,0.2858,0.1028,0.4452
684,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + ndii7 + ndti:ndii7,simp,0.6087,0.6081,1585.8118,349.6376,76.6838,0.0622,0.4228,0.1515,0.6724,236.7422,43.3492,0.2665,0.0414,0.3417,0.0494,0.0516,0.0088,189.9669,0.3902,0.2348,342.9959,0.2878,0.1037,0.4393
685,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + nir + ndti:nir,simp,0.6147,0.6142,1550.1008,364.2145,74.0727,0.0624,0.4394,0.15,0.7023,237.9139,43.0734,0.2615,0.0358,0.3387,0.0474,0.0511,0.0087,172.291,0.3536,0.2412,330.7008,0.2888,0.1014,0.4507
686,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + swir1 + ndti:swir1,simp,0.6395,0.6391,1397.3712,336.8389,75.4195,0.0565,0.4083,0.1476,0.6527,227.6464,41.3894,0.2541,0.0318,0.3281,0.0458,0.0495,0.0085,188.2019,0.3866,0.2194,305.2605,0.2774,0.1009,0.4522
687,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + bai_126 + ndti:bai_126,simp,0.5948,0.5943,1665.3667,377.6411,77.493,0.0663,0.4555,0.1559,0.7267,247.9888,45.2358,0.2711,0.0375,0.3482,0.0479,0.0526,0.0088,181.348,0.3723,0.2547,347.0348,0.3012,0.1072,0.4789
688,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + bai_136 + ndti:bai_136,simp,0.6219,0.6214,1507.1589,352.8997,75.4431,0.0594,0.4288,0.1566,0.6933,240.7064,43.5543,0.2643,0.0368,0.3357,0.0477,0.0507,0.0088,188.4562,0.3874,0.2335,329.6745,0.293,0.1053,0.4581
689,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + bai_146 + ndti:bai_146,simp,0.6134,0.6129,1557.8313,352.3551,74.4281,0.062,0.4255,0.1495,0.6874,236.1105,42.8625,0.2637,0.0398,0.3393,0.0482,0.0512,0.0087,179.2056,0.368,0.2353,338.9694,0.2869,0.1021,0.4429
690,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + bai_236 + ndti:bai_236,simp,0.6338,0.6333,1433.4602,344.5987,77.1805,0.0574,0.4152,0.142,0.6408,235.5083,44.1259,0.2604,0.0376,0.3307,0.0452,0.0499,0.0082,192.0509,0.3947,0.2172,324.1565,0.2854,0.0989,0.4262
691,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + bai_246 + ndti:bai_246,simp,0.6152,0.6147,1546.883,349.1202,74.5006,0.0614,0.4219,0.1495,0.6826,234.6462,42.485,0.2629,0.0402,0.3383,0.0485,0.051,0.0087,179.7359,0.3691,0.2331,337.487,0.2852,0.1017,0.4393
692,Spatial,2,np.log(Biomass_kg_ha) ~ ndti + bai_346 + ndti:bai_346,simp,0.6186,0.6181,1526.6807,342.7592,74.7767,0.0604,0.4144,0.1478,0.667,231.7663,41.336,0.2617,0.0402,0.3368,0.0478,0.0508,0.0086,183.2958,0.3765,0.2292,332.5396,0.2817,0.1002,0.4299
693,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + ndii7 + satvi:ndii7,simp,0.4266,0.4258,2461.3888,426.6152,93.209,0.0948,0.5049,0.1476,0.7564,296.6518,53.1631,0.3303,0.0321,0.4205,0.0462,0.0632,0.0073,261.2496,0.5372,0.4002,400.788,0.3533,0.1038,0.5401
694,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + nir + satvi:nir,simp,0.2654,0.2645,3029.0855,450.3376,111.9562,0.1135,0.5349,0.1715,0.8227,320.7119,66.3182,0.3723,0.042,0.4696,0.0536,0.0707,0.0091,273.4286,0.5599,0.5463,430.9617,0.3822,0.1155,0.5724
695,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + swir1 + satvi:swir1,simp,0.5389,0.5383,1961.7003,360.3008,89.8375,0.0734,0.4341,0.1526,0.6944,251.6568,53.6615,0.2881,0.0329,0.3719,0.0488,0.0561,0.0089,219.536,0.4504,0.3288,351.1582,0.3041,0.1057,0.5035
696,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + swir2 + satvi:swir2,simp,0.6286,0.6281,1465.9868,331.0329,81.8055,0.057,0.3993,0.1426,0.6533,228.4148,45.2696,0.259,0.0286,0.3338,0.0421,0.0504,0.0079,193.3954,0.3968,0.2442,307.9627,0.2774,0.0995,0.4715
697,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + bai_126 + satvi:bai_126,simp,0.3012,0.3003,2914.7274,451.6449,99.697,0.1207,0.5362,0.163,0.8002,319.4923,58.8095,0.3667,0.0398,0.4661,0.0512,0.0701,0.0084,270.4216,0.5554,0.5148,425.2238,0.38,0.11,0.5503
698,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + bai_146 + satvi:bai_146,simp,0.3036,0.3027,2906.7173,449.1223,104.8748,0.1151,0.5311,0.1596,0.7919,317.6415,58.9374,0.3647,0.0355,0.463,0.0482,0.0696,0.0078,274.2423,0.5631,0.5089,425.7842,0.3767,0.1057,0.551
699,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + bai_246 + satvi:bai_246,simp,0.304,0.303,2905.6208,448.0606,106.1067,0.1128,0.53,0.1605,0.7909,317.0134,59.5574,0.3639,0.0349,0.4614,0.0474,0.0694,0.0078,273.1977,0.5609,0.5068,427.7472,0.3762,0.1067,0.5525
700,Spatial,2,np.log(Biomass_kg_ha) ~ satvi + bai_346 + satvi:bai_346,simp,0.2958,0.2948,2932.4706,447.504,108.4621,0.1119,0.53,0.1633,0.7918,317.3025,61.4493,0.365,0.0357,0.4622,0.0487,0.0696,0.0081,271.497,0.5573,0.5128,433.8822,0.3771,0.1094,0.5562
701,Spatial,2,np.log(Biomass_kg_ha) ~ ndii7 + nir + ndii7:nir,simp,0.6134,0.6129,1558.0023,348.6027,62.9248,0.0619,0.4212,0.1438,0.7116,234.7597,43.887,0.2608,0.0302,0.3394,0.0448,0.0512,0.0084,178.3551,0.3661,0.2581,324.9255,0.2843,0.1001,0.4865
702,Spatial,2,np.log(Biomass_kg_ha) ~ ndii7 + swir1 + ndii7:swir1,simp,0.5523,0.5517,1894.0201,355.4662,81.4765,0.0729,0.4282,0.1477,0.6992,247.9587,50.4491,0.2838,0.0323,0.3672,0.0471,0.0554,0.0085,217.7029,0.4475,0.3079,352.5525,0.3004,0.108,0.5264
703,Spatial,2,np.log(Biomass_kg_ha) ~ ndii7 + swir2 + ndii7:swir2,simp,0.6288,0.6283,1464.5501,330.5881,78.4876,0.0583,0.3981,0.1387,0.6432,227.6408,42.7896,0.2583,0.0278,0.3339,0.041,0.0504,0.0077,195.83,0.402,0.2355,303.5607,0.2761,0.0973,0.4639
704,Spatial,2,np.log(Biomass_kg_ha) ~ ndii7 + bai_126 + ndii7:bai_126,simp,0.4152,0.4145,2506.2796,407.6914,94.8649,0.0924,0.4887,0.168,0.8063,288.887,59.6707,0.3311,0.0378,0.4199,0.0479,0.0633,0.0085,227.8968,0.4677,0.4126,398.8018,0.3484,0.1216,0.5888
705,Spatial,2,np.log(Biomass_kg_ha) ~ ndii7 + bai_136 + ndii7:bai_136,simp,0.3352,0.3343,2800.4096,438.9382,95.9301,0.1085,0.5222,0.1628,0.8272,312.8014,58.629,0.3582,0.0387,0.4504,0.0515,0.0678,0.0083,257.9617,0.5306,0.4765,434.645,0.3738,0.1166,0.6054
706,Spatial,2,np.log(Biomass_kg_ha) ~ ndii7 + bai_236 + ndii7:bai_236,simp,0.2919,0.291,2944.9937,441.2045,99.0561,0.1153,0.5207,0.1488,0.7664,317.7941,59.6396,0.3683,0.0419,0.4625,0.0551,0.0696,0.0085,269.836,0.555,0.5119,448.2537,0.3768,0.1063,0.5658
707,Spatial,2,np.log(Biomass_kg_ha) ~ nir + swir1 + nir:swir1,simp,0.5258,0.5251,2026.1546,362.966,79.1237,0.0788,0.4387,0.1534,0.7295,253.3907,50.9853,0.291,0.0318,0.3778,0.0475,0.057,0.0087,222.4738,0.4571,0.3413,360.4973,0.3068,0.1097,0.5397
708,Spatial,2,np.log(Biomass_kg_ha) ~ nir + swir2 + nir:swir2,simp,0.6254,0.6249,1485.647,334.7342,68.5662,0.0604,0.4045,0.1411,0.6776,229.533,38.6795,0.2598,0.0267,0.336,0.041,0.0507,0.0077,185.3845,0.3805,0.2424,299.9294,0.2785,0.0977,0.4749
709,Spatial,2,np.log(Biomass_kg_ha) ~ nir + bai_136 + nir:bai_136,simp,0.15,0.1489,3363.5328,472.183,117.722,0.1376,0.559,0.1729,0.8533,343.777,75.3423,0.4042,0.0446,0.5058,0.0516,0.0762,0.0088,301.645,0.6175,0.6738,487.218,0.4082,0.1209,0.6168
710,Spatial,2,np.log(Biomass_kg_ha) ~ nir + bai_146 + nir:bai_146,simp,0.6192,0.6187,1523.0087,341.2892,73.6427,0.0596,0.4111,0.1402,0.664,231.7793,45.228,0.259,0.031,0.3369,0.0449,0.0508,0.0082,186.8137,0.3834,0.2502,313.692,0.2807,0.0981,0.4661
711,Spatial,2,np.log(Biomass_kg_ha) ~ nir + bai_236 + nir:bai_236,simp,0.2649,0.264,3030.6271,438.7346,113.4748,0.1165,0.5219,0.171,0.8031,315.4038,69.0157,0.3698,0.0454,0.4689,0.0563,0.0707,0.0096,271.2467,0.5554,0.5601,435.3669,0.3767,0.1179,0.5736
712,Spatial,2,np.log(Biomass_kg_ha) ~ nir + bai_246 + nir:bai_246,simp,0.6022,0.6017,1623.3593,347.6574,78.0591,0.0619,0.4183,0.1429,0.6734,237.089,47.7788,0.2652,0.0321,0.3446,0.0449,0.052,0.0082,191.7146,0.3934,0.2646,321.4346,0.287,0.101,0.4782
713,Spatial,2,np.log(Biomass_kg_ha) ~ nir + bai_346 + nir:bai_346,simp,0.5718,0.5712,1792.2032,358.8188,84.3636,0.0662,0.4319,0.1506,0.7021,245.8224,49.4581,0.2759,0.0347,0.357,0.0483,0.0539,0.0087,196.1583,0.4025,0.2888,325.9506,0.2986,0.1083,0.5104
714,Spatial,2,np.log(Biomass_kg_ha) ~ swir1 + bai_126 + swir1:bai_126,simp,0.5384,0.5378,1964.0569,359.474,73.8677,0.0779,0.4338,0.1484,0.7206,250.2511,47.7205,0.2873,0.03,0.3736,0.0471,0.0564,0.0086,218.4066,0.449,0.3313,355.5756,0.3028,0.1069,0.5347
715,Spatial,2,np.log(Biomass_kg_ha) ~ swir1 + bai_136 + swir1:bai_136,simp,0.519,0.5184,2058.4456,361.574,85.7218,0.079,0.4358,0.1513,0.7108,254.4846,53.4817,0.2931,0.032,0.3798,0.0479,0.0573,0.0088,230.2377,0.4726,0.3523,363.1948,0.3073,0.1069,0.5245
716,Spatial,2,np.log(Biomass_kg_ha) ~ swir1 + bai_146 + swir1:bai_146,simp,0.5455,0.5449,1928.8959,357.4154,81.4023,0.0742,0.431,0.1493,0.7044,249.6087,50.6409,0.2859,0.0327,0.3698,0.0477,0.0558,0.0086,220.1345,0.4526,0.3161,354.1912,0.3024,0.1084,0.5284
717,Spatial,2,np.log(Biomass_kg_ha) ~ swir1 + bai_236 + swir1:bai_236,simp,0.5254,0.5248,2027.8406,361.0688,88.8289,0.0765,0.4353,0.1529,0.7048,252.9565,54.795,0.2908,0.0337,0.3769,0.0495,0.0569,0.009,225.3152,0.4625,0.3418,360.2408,0.3056,0.1069,0.5149
718,Spatial,2,np.log(Biomass_kg_ha) ~ swir1 + bai_246 + swir1:bai_246,simp,0.5463,0.5457,1924.8989,357.3533,82.7818,0.0735,0.4308,0.1494,0.7017,249.5577,51.4199,0.2855,0.0331,0.3691,0.0478,0.0557,0.0087,220.297,0.4529,0.3145,354.5424,0.3023,0.1085,0.5265
719,Spatial,2,np.log(Biomass_kg_ha) ~ swir1 + bai_346 + swir1:bai_346,simp,0.5508,0.5502,1901.7988,356.3746,84.528,0.072,0.4296,0.1495,0.6963,248.6886,52.2206,0.2839,0.034,0.3668,0.0485,0.0554,0.0088,219.5332,0.4512,0.3096,353.3116,0.3012,0.108,0.5201
720,Spatial,2,np.log(Biomass_kg_ha) ~ swir2 + bai_126 + swir2:bai_126,simp,0.6245,0.624,1490.9837,334.3996,70.7726,0.0609,0.4042,0.142,0.6745,229.6375,39.1679,0.2605,0.0266,0.3369,0.0416,0.0508,0.0077,189.349,0.3888,0.2429,302.0443,0.2788,0.0984,0.4788
721,Spatial,2,np.log(Biomass_kg_ha) ~ swir2 + bai_136 + swir2:bai_136,simp,0.6244,0.6239,1491.9114,330.3626,76.7626,0.0585,0.3989,0.1413,0.659,227.834,42.5449,0.2592,0.0281,0.3351,0.0423,0.0506,0.0079,191.313,0.3926,0.2457,304.5414,0.2768,0.0992,0.4761
722,Spatial,2,np.log(Biomass_kg_ha) ~ swir2 + bai_146 + swir2:bai_146,simp,0.6331,0.6326,1438.0675,328.724,76.3288,0.0578,0.3962,0.1383,0.6459,226.1346,40.5611,0.2568,0.0275,0.332,0.0408,0.0501,0.0076,193.761,0.3978,0.2322,296.6221,0.2742,0.0955,0.4574
723,Spatial,2,np.log(Biomass_kg_ha) ~ swir2 + bai_236 + swir2:bai_236,simp,0.6283,0.6278,1467.8052,327.9552,81.5806,0.0572,0.3951,0.1398,0.6417,226.7579,44.3062,0.258,0.0286,0.3332,0.0424,0.0503,0.0079,194.2508,0.3985,0.2416,302.7814,0.2751,0.0973,0.4633
724,Spatial,2,np.log(Biomass_kg_ha) ~ swir2 + bai_246 + swir2:bai_246,simp,0.634,0.6336,1432.0518,328.4356,77.2969,0.0572,0.3957,0.1383,0.6435,225.9082,41.1284,0.2562,0.0279,0.3313,0.041,0.05,0.0076,194.2183,0.3987,0.2312,297.1316,0.2739,0.0955,0.4562
725,Spatial,2,np.log(Biomass_kg_ha) ~ swir2 + bai_346 + swir2:bai_346,simp,0.637,0.6365,1413.4291,327.8265,78.7886,0.0563,0.3948,0.1381,0.6384,225.6993,42.0125,0.2552,0.0285,0.3296,0.0413,0.0497,0.0077,195.1031,0.4005,0.2284,298.1255,0.2737,0.0957,0.4552
726,Spatial,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_136 + bai_126:bai_136,simp,0.1783,0.1772,3286.109,463.4885,110.9767,0.1445,0.547,0.1623,0.8106,337.4001,67.024,0.4001,0.044,0.5057,0.0565,0.076,0.0087,286.3905,0.5882,0.6439,473.5289,0.3985,0.1086,0.58
727,Spatial,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_236 + bai_126:bai_236,simp,0.1743,0.1732,3297.2213,461.6908,112.4779,0.1371,0.5457,0.1652,0.8137,335.6715,67.7517,0.3978,0.0411,0.502,0.0519,0.0755,0.0083,279.7994,0.5744,0.6313,473.7651,0.3971,0.1106,0.5821
728,Spatial,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_246 + bai_126:bai_246,simp,0.1657,0.1646,3320.7617,470.5989,117.7325,0.1364,0.5546,0.1658,0.8226,341.6682,73.4048,0.401,0.0411,0.5042,0.0497,0.0758,0.0079,289.7692,0.5946,0.6347,494.5724,0.4041,0.1155,0.6051
729,Spatial,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_346 + bai_126:bai_346,simp,0.1881,0.187,3258.5157,463.6313,116.1679,0.1317,0.547,0.1649,0.8099,336.3033,71.437,0.395,0.0401,0.4967,0.0504,0.0747,0.0081,284.8596,0.5846,0.6138,483.6842,0.3982,0.1143,0.5939
730,Spatial,2,np.log(Biomass_kg_ha) ~ bai_136 + bai_146 + bai_136:bai_146,simp,0.1849,0.1838,3267.6388,463.4708,113.2393,0.1359,0.547,0.1639,0.8121,336.7595,68.7588,0.3974,0.0415,0.4999,0.0524,0.0752,0.0083,283.5533,0.5822,0.6225,478.6755,0.3983,0.1117,0.5898
731,Spatial,2,np.log(Biomass_kg_ha) ~ bai_136 + bai_246 + bai_136:bai_246,simp,0.1871,0.186,3261.402,462.7095,113.7221,0.1339,0.5463,0.1647,0.8121,336.0475,69.1295,0.3962,0.0411,0.4982,0.0518,0.0749,0.0083,282.1965,0.5794,0.6175,479.04,0.3978,0.1127,0.5911
732,Spatial,2,np.log(Biomass_kg_ha) ~ bai_136 + bai_346 + bai_136:bai_346,simp,0.1909,0.1898,3250.7054,459.6977,113.6107,0.132,0.5433,0.1653,0.807,334.0358,69.0795,0.3942,0.0407,0.4956,0.052,0.0746,0.0085,279.4676,0.5737,0.6125,477.3549,0.3958,0.1134,0.5874
733,Spatial,2,np.log(Biomass_kg_ha) ~ bai_146 + bai_236 + bai_146:bai_236,simp,0.18,0.179,3281.1655,461.52,112.4705,0.1335,0.5457,0.1659,0.8163,335.0901,67.306,0.396,0.0406,0.4984,0.0523,0.075,0.0085,280.1423,0.5753,0.6203,475.1984,0.397,0.1128,0.5924
734,Spatial,2,np.log(Biomass_kg_ha) ~ bai_236 + bai_246 + bai_236:bai_246,simp,0.182,0.1809,3275.6677,461.5094,112.5894,0.1325,0.5457,0.1659,0.8159,334.8997,67.3815,0.3954,0.0405,0.4975,0.0524,0.0748,0.0085,280.2893,0.5756,0.6172,475.8841,0.3969,0.1132,0.5934
735,Spatial,2,np.log(Biomass_kg_ha) ~ bai_236 + bai_346 + bai_236:bai_346,simp,0.1805,0.1794,3279.986,461.4462,113.1996,0.1325,0.5456,0.1661,0.8118,335.0567,68.3056,0.3955,0.0413,0.4975,0.053,0.0749,0.0086,280.3254,0.5757,0.6186,478.9079,0.3972,0.1138,0.5901
736,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + dfi:ndvi + dfi:ndti + ndvi:ndti,simp,0.6252,0.6242,1493.076,341.8138,76.86,0.0592,0.4131,0.1464,0.6422,233.6113,42.7046,0.2626,0.0415,0.3354,0.0497,0.0506,0.0089,193.54,0.3978,0.2237,329.7366,0.2838,0.1011,0.4354
737,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,simp,0.6417,0.6407,1389.6955,338.0425,81.7917,0.0564,0.4086,0.1475,0.6315,229.8916,44.8419,0.2569,0.0394,0.3285,0.0483,0.0496,0.0087,191.577,0.3939,0.2202,323.733,0.279,0.099,0.4247
738,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,simp,0.6529,0.652,1316.7036,336.1988,70.0165,0.0551,0.4066,0.1431,0.6588,225.4034,38.8861,0.2503,0.0346,0.3229,0.0438,0.0487,0.0081,181.0107,0.3714,0.2118,313.1093,0.2742,0.0969,0.4281
739,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir1 + dfi:ndvi + dfi:swir1 + ndvi:swir1,simp,0.6631,0.6622,1248.5027,321.3498,73.8426,0.0528,0.3901,0.1431,0.6219,216.5798,37.8929,0.2442,0.0329,0.3176,0.0467,0.048,0.0086,181.3382,0.3726,0.2025,292.793,0.2644,0.0963,0.4238
740,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir2 + dfi:ndvi + dfi:swir2 + ndvi:swir2,simp,0.6675,0.6667,1218.0618,319.169,75.0365,0.0518,0.3864,0.1397,0.615,215.5035,37.7038,0.243,0.0328,0.3158,0.0445,0.0477,0.0082,181.0026,0.3717,0.1981,291.2032,0.2629,0.0949,0.4199
741,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,simp,0.6362,0.6352,1424.7898,341.9058,75.8841,0.0579,0.4139,0.1488,0.6642,231.5029,42.8083,0.2581,0.0376,0.3308,0.0464,0.0499,0.0085,187.8424,0.3856,0.2231,326.8851,0.2818,0.1017,0.4353
742,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + bai_136 + dfi:ndvi + dfi:bai_136 + ndvi:bai_136,simp,0.6443,0.6433,1373.1335,337.7475,79.8674,0.0556,0.4091,0.1497,0.6495,229.2686,44.2784,0.2557,0.0388,0.3265,0.048,0.0493,0.0087,187.4075,0.3849,0.2165,325.7891,0.2792,0.1017,0.4251
743,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + dfi:ndti + dfi:satvi + ndti:satvi,simp,0.6435,0.6425,1378.3799,338.3655,78.2324,0.0571,0.4095,0.1466,0.6438,229.6566,43.5411,0.256,0.0386,0.3276,0.0473,0.0494,0.0086,184.5067,0.3793,0.2212,320.058,0.2792,0.0994,0.4187
744,Spatial,3,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,simp,0.6096,0.6086,1586.1458,348.9735,76.6564,0.0631,0.4221,0.1512,0.6688,236.5317,43.8057,0.2667,0.0425,0.3423,0.05,0.0516,0.0089,189.3683,0.3889,0.2366,346.2538,0.2876,0.1037,0.4367
