Pasture,General Ecosite,Plot,Transect , Distance,High,Low,Spp,High,Low,Spp,MeanHigh,MeanLow
20SE,Salt Flat,5,4,9,20,1,VUCO,14,4,SPAI,17,2.5
20SE,Salt Flat,5,4,12,26,11,SPAI,24,10,SPAI,25,10.5
20SE,Salt Flat,5,4,15,16,10,SPAI,28,9,SPAI,22,9.5
20SE,Salt Flat,5,4,18,19,3,PASM,17,5,SPAI,18,4
20SE,Salt Flat,5,4,21,16,4,DISP,18,2,VUCO,17,3
20SE,Salt Flat,5,4,24,24,5,SPAI,19,4,SPAI,21.5,4.5
20SE,Plains,6,1,3,9,3,BOGR,10,3,OPPO,9.5,3
20SE,Plains,6,1,6,6,1,BOGR,12,9,OPPO,9,5
20SE,Plains,6,1,9,15,1,CAEL,13,4,BOGR,14,2.5
20SE,Plains,6,1,12,8,2,BOGR,11,5,OPPO,9.5,3.5
20SE,Plains,6,1,15,13,2,PASM,14,1,BOGR,13.5,1.5
20SE,Plains,6,1,18,30,4,BOGR,25,7,BOGR,27.5,5.5
20SE,Plains,6,1,21,18,6,OPPO,10,3,VUCO,14,4.5
20SE,Plains,6,1,24,24,4,BOGR,45,4,EREF,34.5,4
20SE,Plains,6,2,3,8,2,BOGR,16,5,BOGR,12,3.5
20SE,Plains,6,2,6,7,3,BOGR,8,3,BOGR,7.5,3
20SE,Plains,6,2,9,10,2,BOGR,8,1,BOGR,9,1.5
20SE,Plains,6,2,12,5,1,BOGR,2,1,BOGR,3.5,1
20SE,Plains,6,2,15,31,1,LIT,16,4,STCO,23.5,2.5
20SE,Plains,6,2,18,34,7,STCO,33,7,STCO,33.5,7
20SE,Plains,6,2,21,26,2,DCR,32,3,EREF,29,2.5
20SE,Plains,6,2,24,10,2,SPCR,16,1,UNK,13,1.5
20SE,Plains,6,3,3,16,4,PASM,7,2,BOGR,11.5,3
20SE,Plains,6,3,6,6,3,BOGR,16,4,BOGR,11,3.5
20SE,Plains,6,3,9,12,8,BOGR,10,4,VUCO,11,6
20SE,Plains,6,3,12,6,1,LIT,20,10,PASM,13,5.5
20SE,Plains,6,3,15,10,6,VUCO,12,5,BOGR,11,5.5
20SE,Plains,6,3,18,13,6,BOGR,12,4,OPPO,12.5,5
20SE,Plains,6,3,21,16,4,BOGR,21,8,BOGR,18.5,6
20SE,Plains,6,3,24,20,6,BOGR,0,2,BOGR,10,4
20SE,Plains,6,4,3,14,5,BOGR,22,12,CRMI,18,8.5
20SE,Plains,6,4,6,12,6,VUCO,11,6,BOGR,11.5,6
20SE,Plains,6,4,9,14,10,VUCO,14,7,BOGR,14,8.5
20SE,Plains,6,4,12,4,2,BOGR,13,4,BOGR,8.5,3
20SE,Plains,6,4,15,10,6,VUCO,6,4,BOGR,8,5
20SE,Plains,6,4,18,14,8,PASM,14,6,PASM,14,7
20SE,Plains,6,4,21,10,5,BOGR,20,8,BOGR,15,6.5
20SE,Plains,6,4,24,12,4,VUCO,12,6,CRMI,12,5
21N,Plains,1,1,3,15,2,PASM,6,2,BOGR,10.5,2
21N,Plains,1,1,6,13,4,OPPO,11,1,PASM,12,2.5
21N,Plains,1,1,9,10,2,PASM,10,1,OPPO,10,1.5
21N,Plains,1,1,12,9,4,OPPO,15,2,BUDA,12,3
21N,Plains,1,1,15,15,2,PASM,2,1,BOGR,8.5,1.5
21N,Plains,1,1,18,8,2,BUDA,12,1,PASM,10,1.5
21N,Plains,1,1,21,8,2,BUDA,10,2,BUDA,9,2
21N,Plains,1,1,24,18,2,PASM,6,2,BUDA,12,2
21N,Plains,1,2,3,6,2,BOGR,6,1,OPPO,6,1.5
21N,Plains,1,2,6,7,6,OPPO,10,4,OPPO,8.5,5
21N,Plains,1,2,9,6,3,BOGR,7,3,BOGR,6.5,3
21N,Plains,1,2,12,6,3,BUDA,6,2,BOGR,6,2.5
21N,Plains,1,2,15,17,8,ARLO,27,8,SIHY,22,8
21N,Plains,1,2,18,11,4,BUDA,9,4,BUDA,10,4
21N,Plains,1,2,21,6,4,BOGR,3,2,BOGR,4.5,3
21N,Plains,1,2,24,4,2,BOGR,6,4,BOGR,5,3
21N,Plains,1,3,3,4,1,BOGR,3,1,BOGR,3.5,1
21N,Plains,1,3,6,8,2,BOGR,16,1,BOGR,12,1.5
21N,Plains,1,3,9,7,2,BOGR,9,2,BUDA,8,2
21N,Plains,1,3,12,5,1,BOGR,6,2,BOGR,5.5,1.5
21N,Plains,1,3,15,3,1,BOGR,0,0,BARE,1.5,0.5
21N,Plains,1,3,18,7,2,BOGR,10,2,OPPO,8.5,2
21N,Plains,1,3,21,11,2,OPPO,8,3,BOGR,9.5,2.5
21N,Plains,1,3,24,6,2,GUSA,8,1,BUDA,7,1.5
21N,Plains,1,4,3,18,5,ARFR,14,3,ARFR,16,4
21N,Plains,1,4,6,7,1,BOGR,7,2,BOGR,7,1.5
21N,Plains,1,4,9,8,2,BOGR,4,1,BOGR,6,1.5
21N,Plains,1,4,12,11,0,BOGR,9,1,BOGR,10,0.5
21N,Plains,1,4,15,6,1,BOGR,6,2,BOGR,6,1.5
21N,Plains,1,4,18,16,2,CHVI,10,3,EREF,13,2.5
21N,Plains,1,4,21,10,4,BOGR,7,2,BOGR,8.5,3
21N,Plains,1,4,24,6,1,BOGR,3,1,BOGR,4.5,1
21N,Plains,2,1,3,6,2,BOGR,12,3,BOGR,9,2.5
21N,Plains,2,1,6,18,4,PASM,14,4,PASM,16,4
21N,Plains,2,1,9,5,2,BOGR,5,2,BOGR,5,2
21N,Plains,2,1,12,8,5,OBO,4,2,OPPO,6,3.5
21N,Plains,2,1,15,4,2,BOGR,10,6,GUSA,7,4
21N,Plains,2,1,18,3,2,BOGR,8,4,BOGR,5.5,3
21N,Plains,2,1,21,10,3,BOGR,4,2,BOGR,7,2.5
21N,Plains,2,1,24,13,4,GUSA,9,4,BOGR,11,4
21N,Plains,2,2,3,6,1,BOGR,8,1,BOGR,7,1
21N,Plains,2,2,6,8,1,BUDA,8,2,BUDA,8,1.5
21N,Plains,2,2,9,5,1,BOGR,13,4,BOGR,9,2.5
21N,Plains,2,2,12,4,1,VUCO,7,1,BOGR,5.5,1
21N,Plains,2,2,15,8,1,BOGR,9,3,BOGR,8.5,2
21N,Plains,2,2,18,5,1,BOGR,4,1,BOGR,4.5,1
21N,Plains,2,2,21,6,1,BOGR,2,1,BOGR,4,1
21N,Plains,2,2,24,4,1,BOGR,8,2,BOGR,6,1.5
21N,Plains,2,3,3,7,2,BOGR,7,2,BOGR,7,2
21N,Plains,2,3,6,12,3,BOGR,2,1,BOGR,7,2
21N,Plains,2,3,9,8,2,BOGR,6,2,BOGR,7,2
21N,Plains,2,3,12,11,6,OPPO,10,2,DCR,10.5,4
21N,Plains,2,3,15,13,1,BOGO,6,2,BOGR,9.5,1.5
21N,Plains,2,3,18,10,4,OPPO,10,4,GUSA,10,4
21N,Plains,2,3,21,4,2,BOGR,6,3,BOGR,5,2.5
21N,Plains,2,3,24,4,2,BUDA,2,1,BOGR,3,1.5
21N,Plains,2,4,3,11,5,BOGR,5,3,BOGR,8,4
21N,Plains,2,4,6,6,3,BUDA,6,4,BUDA,6,3.5
21N,Plains,2,4,9,10,3,DCR,8,2,OPPO,9,2.5
21N,Plains,2,4,12,5,2,BOGR,10,4,BOGR,7.5,3
21N,Plains,2,4,15,5,3,BUDA,3,1,BUDA,4,2
21N,Plains,2,4,18,3,2,DCR,4,2,DCR,3.5,2
21N,Plains,2,4,21,8,3,BOGR,9,6,BOGR,8.5,4.5
21N,Plains,2,4,24,14,6,GUSA,14,10,GUSA,14,8
21N,Plains,3,1,3,7,3,BOGR,8,4,GUSA,7.5,3.5
21N,Plains,3,1,6,10,2,BOGR,39,4,OPPO,24.5,3
21N,Plains,3,1,9,6,2,BOGR,4,3,BOGR,5,2.5
21N,Plains,3,1,12,4,2,BOGR,5,1,BARE,4.5,1.5
21N,Plains,3,1,15,3,2,BOGR,4,2,BOGR,3.5,2
21N,Plains,3,1,18,4,2,BOBR,3,2,BOGR,3.5,2
21N,Plains,3,1,21,4,2,BOGR,3,2,BOGR,3.5,2
21N,Plains,3,1,24,7,4,CHLE,6,2,BOGR,6.5,3
21N,Plains,3,2,3,15,2,CHLE,4,1,BOGR,9.5,1.5
21N,Plains,3,2,6,7,6,OPPO,10,3,BOGR,8.5,4.5
21N,Plains,3,2,9,15,6,STCO,6,4,ST,10.5,5
21N,Plains,3,2,12,49,6,SIHY,20,4,EREF,34.5,5
21N,Plains,3,2,15,23,1,BARE,18,7,BOGR,20.5,4
21N,Plains,3,2,18,6,2,BOGR,12,3,CHOW,9,2.5
21N,Plains,3,2,21,6,2,BOGR,30,4,ARLO,18,3
21N,Plains,3,2,24,8,2,OPPO,9,4,BOGR,8.5,3
21N,Plains,3,3,3,5,2,BOGR,6,2,BOGR,5.5,2
21N,Plains,3,3,6,6,1,BOGR,7,2,BOGR,6.5,1.5
21N,Plains,3,3,9,6,3,OPPO,11,5,BOGR,8.5,4
21N,Plains,3,3,12,5,1,BOGR,5,1,BOGR,5,1
21N,Plains,3,3,15,10,2,CRMI,5,2,BOGR,7.5,2
21N,Plains,3,3,18,5,2,BOGR,7,1,BOGR,6,1.5
21N,Plains,3,3,21,10,3,BOGR,12,2,CAEL,11,2.5
21N,Plains,3,3,24,16,2,BOGR,13,3,ARLO,14.5,2.5
21N,Plains,3,4,3,6,2,BOGR,1,1,BOGR,3.5,1.5
21N,Plains,3,4,6,15,10,SPCO,5,1,BOGR,10,5.5
21N,Plains,3,4,9,8,4,BOGR,14,3,BOGR,11,3.5
21N,Plains,3,4,12,6,1,BOGR,8,3,CAEL,7,2
21N,Plains,3,4,15,3,1,DUNG,3,1,LIT,3,1
21N,Plains,3,4,18,13,2,BOGR,8,3,BOGR,10.5,2.5
21N,Plains,3,4,21,9,3,BOGR,10,6,OPPO,9.5,4.5
21N,Plains,3,4,24,24,10,EREF,10,1,EREF,17,5.5
21N,Plains,4,1,3,14,4,SPCO,8,4,BOGR,11,4
21N,Plains,4,1,6,10,4,CRMI,6,2,BOGR,8,3
21N,Plains,4,1,9,8,5,CHLE,8,7,CRMI,8,6
21N,Plains,4,1,12,10,4,LYJU,14,6,PASM,12,5
21N,Plains,4,1,15,11,2,CRMI,16,6,PASM,13.5,4
21N,Plains,4,1,18,13,7,PASM,16,3,PASM,14.5,5
21N,Plains,4,1,21,10,4,PASM,17,4,PASM,13.5,4
21N,Plains,4,1,24,18,6,CIUN,10,5,CRMI,14,5.5
21N,Plains,4,2,3,18,2,PASM,14,2,STCO,16,2
21N,Plains,4,2,6,27,8,EREF,15,2,VUCO,21,5
21N,Plains,4,2,9,17,3,PASM,36,3,STCO,26.5,3
21N,Plains,4,2,12,7,6,CRMI,6,2,BOGR,6.5,4
21N,Plains,4,2,15,16,10,GUSA,18,4,GUSA,17,7
21N,Plains,4,2,18,6,3,GUSA,6,3,BOGR,6,3
21N,Plains,4,2,21,5,2,CRMI,6,2,BOGR,5.5,2
21N,Plains,4,2,24,11,3,CHLE,12,5,LARE,11.5,4
21N,Plains,4,3,3,3,1,BOGR,9,6,BOGR,6,3.5
21N,Plains,4,3,6,7,3,OPPO,11,5,BOGR,9,4
21N,Plains,4,3,9,12,5,ARLO,12,8,LEMO,12,6.5
21N,Plains,4,3,12,12,2,BOGR,22,5,OPPO,17,3.5
21N,Plains,4,3,15,8,3,SPCO,5,2,BOGR,6.5,2.5
21N,Plains,4,3,18,7,4,BOGR,7,4,OPPO,7,4
21N,Plains,4,3,21,4,2,BOGR,5,3,BOGR,4.5,2.5
21N,Plains,4,3,24,4,2,BOGR,8,1,LIT,6,1.5
21N,Plains,4,4,3,12,3,BOGR,14,8,CHLE,13,5.5
21N,Plains,4,4,6,8,4,BOGR,14,1,LIT,11,2.5
21N,Plains,4,4,9,5,1,LIT,14,4,BOGR,9.5,2.5
21N,Plains,4,4,12,5,2,BOGR,6,3,BOGR,5.5,2.5
21N,Plains,4,4,15,5,3,BOGR,6,2,BOGR,5.5,2.5
21N,Plains,4,4,18,5,2,BOGR,4,2,BOGR,4.5,2
21N,Plains,4,4,21,4,2,BOGR,7,2,BOGR,5.5,2
21N,Plains,4,4,24,8,4,BOGR,6,3,BOGR,7,3.5
22W,Plains,1,1,3,20,2,PASM,18,2,PASM,19,2
22W,Plains,1,1,6,22,1,BOGR,11,2,BOGR,16.5,1.5
22W,Plains,1,1,9,12,1,BOGR,3,1,BOGR,7.5,1
22W,Plains,1,1,12,16,1,BUDA,16,2,PASM,16,1.5
22W,Plains,1,1,15,12,3,CRMI,16,4,OPPO,14,3.5
22W,Plains,1,1,18,3,0,BARE,8,3,BUDA,5.5,1.5
22W,Plains,1,1,21,18,3,PASM,16,3,PASM,17,3
22W,Plains,1,1,24,16,1,CRMI,16,3,CRMI,16,2
22W,Plains,1,2,3,12,3,PASM,3,2,BOGR,7.5,2.5
22W,Plains,1,2,6,20,4,PASM,16,2,PASM,18,3
22W,Plains,1,2,9,7,4,CRMI,4,2,BUDA,5.5,3
22W,Plains,1,2,12,3,2,BUDA,6,2,BOGR,4.5,2
22W,Plains,1,2,15,8,5,CRMI,3,2,BOGR,5.5,3.5
22W,Plains,1,2,18,7,2,CRMI,7,5,CRMI,7,3.5
22W,Plains,1,2,21,8,2,BUDA,3,2,BUDA,5.5,2
22W,Plains,1,2,24,3,2,BUDA,5,2,BUDA,4,2
22W,Plains,1,3,3,3,2,CRMI,2,2,BUDA,2.5,2
22W,Plains,1,3,6,2,0,PASM,4,1,BUDA,3,0.5
22W,Plains,1,3,9,0,0,BARE,6,1,CAEL,3,0.5
22W,Plains,1,3,12,13,2,PASM,5,1,SPCO,9,1.5
22W,Plains,1,3,15,0,0,BARE,0,0,BARE,0,0
22W,Plains,1,3,18,1,1,LIT,0,0,BARE,0.5,0.5
22W,Plains,1,3,21,5,2,BUDA,4,2,BUDA,4.5,2
22W,Plains,1,3,24,5,2,VUCO,6,3,VUCO,5.5,2.5
22W,Plains,1,4,3,11,1,ARLO,12,1,OPPO,11.5,1
22W,Plains,1,4,6,7,2,BOGR,9,1,ARLO,8,1.5
22W,Plains,1,4,9,3,1,BOGR,0,0,BARE,1.5,0.5
22W,Plains,1,4,12,5,0,BARE,15,1,ARLO,10,0.5
22W,Plains,1,4,15,6,3,CRMI,1,1,BARE,3.5,2
22W,Plains,1,4,18,8,1,BOGR,6,1,MUTO,7,1
22W,Plains,1,4,21,4,1,BOGR,3,1,BOGR,3.5,1
22W,Plains,1,4,24,18,2,OPPO,18,1,ARLO,18,1.5
22W,Plains,2,1,3,5,2,BUDA,11,3,ARLO,8,2.5
22W,Plains,2,1,6,14,2,ARLO,10,5,ARLO,12,3.5
22W,Plains,2,1,9,12,2,BUDA,5,1,BARE,8.5,1.5
22W,Plains,2,1,12,8,3,BOGR,5,2,CRMI,6.5,2.5
22W,Plains,2,1,15,7,3,BOGR,11,3,ARLO,9,3
22W,Plains,2,1,18,6,2,BUDA,7,2,ARLO,6.5,2
22W,Plains,2,1,21,10,3,BUDA,3,1,LIT,6.5,2
22W,Plains,2,1,24,4,1,BARE,5,2,BUDA,4.5,1.5
22W,Plains,2,2,3,6,4,CRMI,6,2,BOGR,6,3
22W,Plains,2,2,6,9,1,LIT,2,2,BOGR,5.5,1.5
22W,Plains,2,2,9,2,1,BARE,3,12,LIT,2.5,6.5
22W,Plains,2,2,12,4,1,BOGR,5,0,BOGR,4.5,0.5
22W,Plains,2,2,15,0,0,BARE,0,0,BARE,0,0
22W,Plains,2,2,18,0,0,BARE,0,1,BARE,0,0.5
22W,Plains,2,2,21,4,2,BOGR,9,2,BARE,6.5,2
22W,Plains,2,2,24,4,1,BOGR,2,1,BUDA,3,1
22W,Plains,2,3,3,3,1,BUDA,4,1,BUDA,3.5,1
22W,Plains,2,3,6,3,1,BUDA,2,1,BUDA,2.5,1
22W,Plains,2,3,9,7,3,OPPO,16,1,ARLO,11.5,2
22W,Plains,2,3,12,14,1,BUDA,3,1,BUDA,8.5,1
22W,Plains,2,3,15,5,1,ARLO,4,4,ARLO,4.5,2.5
22W,Plains,2,3,18,18,21,ARLO,20,1,ARLO,19,11
22W,Plains,2,3,21,4,1,BUDA,14,1,ARLO,9,1
22W,Plains,2,3,24,9,1,BUDA,13,8,ARLO,11,4.5
22W,Plains,2,4,3,9,1,PASM,18,3,CHNA,13.5,2
22W,Plains,2,4,6,11,5,OPPO,18,2,PASM,14.5,3.5
22W,Plains,2,4,9,7,2,BUDA,18,1,PASM,12.5,1.5
22W,Plains,2,4,12,4,1,BUDA,4,2,BUDA,4,1.5
22W,Plains,2,4,15,7,2,BUDA,5,4,BUDA,6,3
22W,Plains,2,4,18,2,1,BUDA,7,1,CRMI,4.5,1
22W,Plains,2,4,21,2,1,CRMI,2,2,BUDA,2,1.5
22W,Plains,2,4,24,7,2,SPCO,6,,BUDA,6.5,2
22W,Plains,3,1,3,12,2,OPPO,6,1,BUDA,9,1.5
22W,Plains,3,1,6,4,1,BUDA,1,0,BUDA,2.5,0.5
22W,Plains,3,1,9,10,3,ARLO,8,1,BUDA,9,2
22W,Plains,3,1,12,3,0,BUDA,8,0,BUDA,5.5,0
22W,Plains,3,1,15,0,0,BARE,1,0,BARE,0.5,0
22W,Plains,3,1,18,9,2,CRMI,4,1,BUDA,6.5,1.5
22W,Plains,3,1,21,12,4,GUSA,14,3,EREF,13,3.5
22W,Plains,3,1,24,2,1,DCR,0,0,BARE,1,0.5
22W,Plains,3,2,3,6,2,PASM,6,4,CRMI,6,3
22W,Plains,3,2,6,3,1,BUDA,6,1,VUCO,4.5,1
22W,Plains,3,2,9,6,1,BUDA,7,1,BUDA,6.5,1
22W,Plains,3,2,12,4,1,VUCO,5,1,BUDA,4.5,1
22W,Plains,3,2,15,8,2,BUDA,7,2,BUDA,7.5,2
22W,Plains,3,2,18,8,3,CRMI,10,3,VUCO,9,3
22W,Plains,3,2,21,5,1,BUDA,4,1,BUDA,4.5,1
22W,Plains,3,2,24,3,0,BUDA,3,1,BUDA,3,0.5
22W,Plains,3,3,3,12,2,ARLO,6,1,CAEL,9,1.5
22W,Plains,3,3,6,15,5,ARFR,18,3,ARLO,16.5,4
22W,Plains,3,3,9,6,1,BOGR,12,2,ARLO,9,1.5
22W,Plains,3,3,12,17,4,ARLO,10,1,PASM,13.5,2.5
22W,Plains,3,3,15,12,4,OPPO,6,2,BOGR,9,3
22W,Plains,3,3,18,12,1,PASM,13,2,PASM,12.5,1.5
22W,Plains,3,3,21,18,3,OPPO,12,1,PASM,15,2
22W,Plains,3,3,24,16,2,PASM,15,0,PASM,15.5,1
22W,Plains,3,4,3,6,1,BUDA,4,1,BUDA,5,1
22W,Plains,3,4,6,3,1,BUDA,3,1,BUDA,3,1
22W,Plains,3,4,9,4,1,BUDA,3,1,BUDA,3.5,1
22W,Plains,3,4,12,4,2,BUDA,8,1,BUDA,6,1.5
22W,Plains,3,4,15,4,1,BUDA,6,1,BUDA,5,1
22W,Plains,3,4,18,8,1,BUDA,3,1,BUDA,5.5,1
22W,Plains,3,4,21,4,1,BUDA,5,1,CRMI,4.5,1
22W,Plains,3,4,24,4,1,PASM,14,1,PASM,9,1
22W,Plains,4,1,3,8,1,PASM,10,1,PASM,9,1
22W,Plains,4,1,6,4,1,BUDA,1,0,BARE,2.5,0.5
22W,Plains,4,1,9,0,0,BARE,0,0,BARE,0,0
22W,Plains,4,1,12,8,1,BUDA,3,1,BUDA,5.5,1
22W,Plains,4,1,15,4,1,BUDA,4,2,BUDA,4,1.5
22W,Plains,4,1,18,3,1,BUDA,2,1,BUDA,2.5,1
22W,Plains,4,1,21,12,2,PASM,10,2,BUDA,11,2
22W,Plains,4,1,24,11,1,BUDA,8,1,PASM,9.5,1
22W,Plains,4,2,3,6,1,BUDA,6,1,PASM,6,1
22W,Plains,4,2,6,3,2,BUDA,7,2,PASM,5,2
22W,Plains,4,2,9,16,2,PASM,14,5,OPPO,15,3.5
22W,Plains,4,2,12,3,2,BUDA,5,2,BUDA,4,2
22W,Plains,4,2,15,12,2,BUDA,12,3,BUDA,12,2.5
22W,Plains,4,2,18,2,1,BUDA,3,1,BUDA,2.5,1
22W,Plains,4,2,21,4,2,BUDA,2,2,BUDA,3,2
22W,Plains,4,2,24,4,1,BUDA,5,3,PASM,4.5,2
22W,Plains,4,3,3,14,3,CRMI,2,1,BUDA,8,2
22W,Plains,4,3,6,8,2,CRMI,4,1,BUDA,6,1.5
22W,Plains,4,3,9,3,2,BUDA,5,2,BUDA,4,2
22W,Plains,4,3,12,7,2,BUDA,5,2,BUDA,6,2
22W,Plains,4,3,15,6,2,BUDA,4,1,BUDA,5,1.5
22W,Plains,4,3,18,4,2,BUDA,0,0,BARE,2,1
22W,Plains,4,3,21,2,1,BOGR,2,1,BUDA,2,1
22W,Plains,4,3,24,1,0,LIT,4,2,BOGR,2.5,1
22W,Plains,4,4,3,3,1,BUDA,2,1,BUDA,2.5,1
22W,Plains,4,4,6,10,2,BOGR,8,3,BOGR,9,2.5
22W,Plains,4,4,9,1,1,BUDA,3,2,BUDA,2,1.5
22W,Plains,4,4,12,3,2,BUDA,3,2,BUDA,3,2
22W,Plains,4,4,15,5,2,BUDA,4,3,BUDA,4.5,2.5
22W,Plains,4,4,18,12,7,OPPO,3,1,BUDA,7.5,4
22W,Plains,4,4,21,8,4,BOGR,2,1,BUDA,5,2.5
22W,Plains,4,4,24,7,3,BOGR,5,3,BOGR,6,3
22E,Plains,1,1,3,16,1,PASM,15,6,OPPO,15.5,3.5
22E,Plains,1,1,6,12,1,PASM,12,1,PASM,12,1
22E,Plains,1,1,9,12,1,PASM,11,2,OPPO,11.5,1.5
22E,Plains,1,1,12,14,4,ATCA,1,1,BOGR,7.5,2.5
22E,Plains,1,1,15,16,2,PASM,6,1,LIT,11,1.5
22E,Plains,1,1,18,15,3,OPPO,8,3,OPPO,11.5,3
22E,Plains,1,1,21,18,1,PASM,11,2,PASM,14.5,1.5
22E,Plains,1,1,24,20,2,PASM,13,3,PASM,16.5,2.5
22E,Plains,1,2,3,40,30,ATCA,23,2,PASM,31.5,16
22E,Plains,1,2,6,5,1,PASM,11,2,PASM,8,1.5
22E,Plains,1,2,9,38,28,ATCA,20,3,PASM,29,15.5
22E,Plains,1,2,12,36,14,ATCA,39,6,ATCA,37.5,10
22E,Plains,1,2,15,13,2,PASM,13,2,PASM,13,2
22E,Plains,1,2,18,13,2,PASM,15,2,PASM,14,2
22E,Plains,1,2,21,9,2,PASM,22,2,PASM,15.5,2
22E,Plains,1,2,24,11,2,PASM,11,2,PASM,11,2
22E,Plains,1,3,3,10,2,PASM,12,2,PASM,11,2
22E,Plains,1,3,6,6,2,OPPO,3,1,OPPO,4.5,1.5
22E,Plains,1,3,9,1,1,LIT,1,0,BARE,1,0.5
22E,Plains,1,3,12,1,0,BARE,0,0,LIT,0.5,0
22E,Plains,1,3,15,11,2,PASM,9,6,OPPO,10,4
22E,Plains,1,3,18,6,4,OPPO,2,1,LIT,4,2.5
22E,Plains,1,3,21,5,3,OPPO,3,1,LIT,4,2
22E,Plains,1,3,24,2,1,BOGR,5,1,PASM,3.5,1
22E,Plains,1,4,3,10,6,CHAL,3,1,DUNG,6.5,3.5
22E,Plains,1,4,6,35,3,CRMI,23,1,LIT,29,2
22E,Plains,1,4,9,5,1,CRMI,11,2,CHLE,8,1.5
22E,Plains,1,4,12,5,1,BOGR,4,2,BOGR,4.5,1.5
22E,Plains,1,4,15,33,10,SHRUB,12,1,CHLE,22.5,5.5
22E,Plains,1,4,18,13,2,MATA,6,2,BOGR,9.5,2
22E,Plains,1,4,21,22,8,CHLE,6,2,CHAL,14,5
22E,Plains,1,4,24,10,1,POOL,3,1,LIT,6.5,1
22E,Plains,2,1,3,14,3,CHLE,4,0,PASM,9,1.5
22E,Plains,2,1,6,10,2,CH,4,7,GACO,7,4.5
22E,Plains,2,1,9,1,0,BOGR,0,0,BARE,0.5,0
22E,Plains,2,1,12,1,0,BOGR,0,0,BARE,0.5,0
22E,Plains,2,1,15,4,0,PASM,3,1,BOGR,3.5,0.5
22E,Plains,2,1,18,13,8,OPPO,1,0,BOGR,7,4
22E,Plains,2,1,21,7,2,CHLE,0,0,BARE,3.5,1
22E,Plains,2,1,24,9,2,CHIN,2,0,BARE,5.5,1
22E,Plains,2,2,3,5,2,BOGR,13,1,SIAB,9,1.5
22E,Plains,2,2,6,5,1,SAIB,3,0,PASM,4,0.5
22E,Plains,2,2,9,4,1,BOGR,5,0,BOGR,4.5,0.5
22E,Plains,2,2,12,10,1,PASM,2,0,BOGR,6,0.5
22E,Plains,2,2,15,12,1,BOGR,2,0,BOGR,7,0.5
22E,Plains,2,2,18,6,0,PASM,8,1,PASM,7,0.5
22E,Plains,2,2,21,3,1,BOGR,2,1,OPPO,2.5,1
22E,Plains,2,2,24,14,6,OPPO,8,1,PASM,11,3.5
22E,Plains,2,3,3,6,0,BARE,6,2,PASM,6,1
22E,Plains,2,3,6,6,1,POOL,6,1,IVAX,6,1
22E,Plains,2,3,9,4,1,IVAX,4,2,IVAX,4,1.5
22E,Plains,2,3,12,5,1,IVAX,5,1,SPCO,5,1
22E,Plains,2,3,15,11,3,IVAX,9,1,IVAX,10,2
22E,Plains,2,3,18,9,3,IVAX,3,1,OPPO,6,2
22E,Plains,2,3,21,11,2,CHLE,12,1,CHLE,11.5,1.5
22E,Plains,2,3,24,17,2,IVAX,0,0,BARE,8.5,1
22E,Plains,2,4,3,6,1,SAIB,12,2,BOGR,9,1.5
22E,Plains,2,4,6,6,2,LYJU,12,5,ATCA,9,3.5
22E,Plains,2,4,9,3,2,BOGR,2,1,BOGR,2.5,1.5
22E,Plains,2,4,12,17,0,BARE,10,2,SAIB,13.5,1
22E,Plains,2,4,15,48,39,ATCA,31,3,ATCA,39.5,21
22E,Plains,2,4,18,5,1,PASM,3,0,PASM,4,0.5
22E,Plains,2,4,21,9,0,PASM,0,0,BARE,4.5,0
22E,Plains,2,4,24,7,0,LYJU,6,1,BOGR,6.5,0.5
22E,Plains,3,1,3,6,3,BOGR,10,3,BUDA,8,3
22E,Plains,3,1,6,5,0,VUCO,4,2,BOGR,4.5,1
22E,Plains,3,1,9,2,0,BOGR,3,2,BOGR,2.5,1
22E,Plains,3,1,12,2,0,BOGR,2,1,BOGR,2,0.5
22E,Plains,3,1,15,1,0,EUGL,0,0,BARE,0.5,0
22E,Plains,3,1,18,1,0,BOGR,3,1,BOGR,2,0.5
22E,Plains,3,1,21,8,1,BOGR,10,1,BOGR,9,1
22E,Plains,3,1,24,8,2,CRMI,9,1,SPCO,8.5,1.5
22E,Plains,3,2,3,8,1,OPPO,9,1,OPPO,8.5,1
22E,Plains,3,2,6,5,1,OPPO,13,7,OPPO,9,4
22E,Plains,3,2,9,3,1,BOGR,1,0,BOGR,2,0.5
22E,Plains,3,2,12,2,1,BOGR,3,1,BOGR,2.5,1
22E,Plains,3,2,15,2,1,OPPO,8,2,OPPO,5,1.5
22E,Plains,3,2,18,11,1,ARLO,8,1,SPCO,9.5,1
22E,Plains,3,2,21,10,1,BOGR,3,1,BOGR,6.5,1
22E,Plains,3,2,24,2,1,BOGR,2,1,BOGR,2,1
22E,Plains,3,3,3,4,1,BOGR,5,1,BOGR,4.5,1
22E,Plains,3,3,6,4,0,BOGR,4,1,BOGR,4,0.5
22E,Plains,3,3,9,1,0,BOGR,4,3,OPPO,2.5,1.5
22E,Plains,3,3,12,1,0,BOGR,5,1,BOGR,3,0.5
22E,Plains,3,3,15,3,1,BOGR,9,1,CRMI,6,1
22E,Plains,3,3,18,6,1,ARLO,5,1,BOGR,5.5,1
22E,Plains,3,3,21,2,1,BOGR,1,0,BOGR,1.5,0.5
22E,Plains,3,3,24,1,0,BOGR,2,1,BOGR,1.5,0.5
