Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,MeanLow,MeanHigh,,
18S,Plains,4,4,18,26,4,SIHY,54,15,ARDR,9.5,40,,
18S,Plains,4,4,21,37,3,OPPO,46,8,SPCR,5.5,41.5,,
18S,Plains,4,4,24,43,10,CRMI,36,29,ATCA,19.5,39.5,,
25NW,Plains,1,1,3,10,3,VUOC,0,0,BARE,1.5,5,,
25NW,Plains,1,1,6,12,3,VUOC,12,7,VUOC,5,12,,
25NW,Plains,1,1,9,9,6,VUOC,10,4,VUOC,5,9.5,,
25NW,Plains,1,1,12,15,11,VUOC,14,10,VUOC,10.5,14.5,,
25NW,Plains,1,1,15,12,9,VUOC,16,5,SIHY,7,14,,
25NW,Plains,1,1,18,11,9,VUOC,7,3,BOGR,6,9,,
25NW,Plains,1,1,21,10,6,VUOC,10,0,VUOC,3,10,,
25NW,Plains,1,1,24,10,7,VUOC,10,5,VUOC,6,10,,
25NW,Plains,1,2,3,12,3,VUOC,12,3,VUOC,3,12,,
25NW,Plains,1,2,6,13,4,VUOC,14,4,VUOC,4,13.5,,
25NW,Plains,1,2,9,10,2,BUDA,9,3,BOGR,2.5,9.5,,
25NW,Plains,1,2,12,15,8,VUOC,10,7,VUOC,7.5,12.5,,
25NW,Plains,1,2,15,11,4,VUOC,7,3,VUOC,3.5,9,,
25NW,Plains,1,2,18,7,3,VUOC,10,1,VUOC,2,8.5,,
25NW,Plains,1,2,21,9,3,BOGR,7,1,CAEL,2,8,,
25NW,Plains,1,2,24,12,5,VUOC,11,5,VUOC,5,11.5,,
25NW,Plains,1,3,3,15,9,VUOC,9,8,VUOC,8.5,12,,
25NW,Plains,1,3,6,7,2,VUOC,10,7,CRMI,4.5,8.5,,
25NW,Plains,1,3,9,11,8,VUOC,10,7,VUOC,7.5,10.5,,
25NW,Plains,1,3,12,7,6,VUOC,10,6,VUOC,6,8.5,,
25NW,Plains,1,3,15,11,8,VUOC,9,7,VUOC,7.5,10,,
25NW,Plains,1,3,18,10,7,VUOC,14,8,VUOC,7.5,12,,
25NW,Plains,1,3,21,13,10,VUOC,10,8,VUOC,9,11.5,,
25NW,Plains,1,3,24,6,1,VUOC,9,7,PLPA,4,7.5,,
25NW,Plains,1,4,3,8,1,VUOC,14,5,VUOC,3,11,,
25NW,Plains,1,4,6,16,4,VUOC,10,5,VUOC,4.5,13,,
25NW,Plains,1,4,9,10,4,VUOC,7,5,VUOC,4.5,8.5,,
25NW,Plains,1,4,12,7,4,VUOC,8,4,VUOC,4,7.5,,
25NW,Plains,1,4,15,8,4,BOGR,11,1,VUOC,2.5,9.5,,
25NW,Plains,1,4,18,13,11,VUOC,12,8,VUOC,9.5,12.5,,
25NW,Plains,1,4,21,8,6,VUOC,10,6,VUOC,6,9,,
25NW,Plains,1,4,24,12,7,VUOC,12,8,VUOC,7.5,12,,
25NW,Plains,2,1,3,9,8,CRMI,14,10,CRMI,9,11.5,,
25NW,Plains,2,1,6,11,10,CRMI,19,7,CRMI,8.5,15,,
25NW,Plains,2,1,9,5,3,CRMI,16,10,VUOC,6.5,10.5,,
25NW,Plains,2,1,12,17,6,VUOC,15,10,VUOC,8,16,,
25NW,Plains,2,1,15,13,9,OEAL,22,7,PASM,8,17.5,,
25NW,Plains,2,1,18,11,6,PLPA,12,10,CRMI,8,11.5,,
25NW,Plains,2,1,21,10,4,VUOC,11,10,VUOC,7,10.5,,
25NW,Plains,2,1,24,10,4,VUOC,11,9,VUOC,6.5,10.5,,
25NW,Plains,2,2,3,16,2,VUOC,24,5,VUOC,3.5,20,,
25NW,Plains,2,2,6,10,2,VUOC,22,9,YUGL,5.5,16,,
25NW,Plains,2,2,9,15,1,VUOC,10,2,VUOC,1.5,12.5,,
25NW,Plains,2,2,12,21,7,VUOC,22,5,VUOC,6,21.5,,
25NW,Plains,2,2,15,12,1,VUOC,15,5,VUOC,3,13.5,,
25NW,Plains,2,2,18,30,7,PASM,34,7,SPCO,7,32,,
25NW,Plains,2,2,21,19,1,VUOC,41,12,SIHY,6.5,30,,
25NW,Plains,2,2,24,26,4,PASM,26,7,STCO,5.5,26,,
25NW,Plains,2,3,3,34,16,SIHY,21,4,ECVI,10,27.5,,
25NW,Plains,2,3,6,16,0,PASM,33,0,BARE,0,24.5,,
25NW,Plains,2,3,9,16,7,VUOC,13,2,VUOC,4.5,14.5,,
25NW,Plains,2,3,12,15,1,VUOC,15,5,VUOC,3,15,,
25NW,Plains,2,3,15,7,3,BOGR,8,2,BOGR,2.5,7.5,,
25NW,Plains,2,3,18,20,10,VUOC,17,11,VUOC,10.5,18.5,,
25NW,Plains,2,3,21,15,8,VUOC,17,6,VUOC,7,16,,
25NW,Plains,2,3,24,22,3,PASM,17,7,VUOC,5,19.5,,
25NW,Plains,2,4,3,7,5,VUOC,12,3,VUOC,4,9.5,,
25NW,Plains,2,4,6,18,7,VUOC,14,9,VUOC,8,16,,
25NW,Plains,2,4,9,10,3,CRMI,20,5,VUOC,4,15,,
25NW,Plains,2,4,12,18,9,VUOC,19,7,VUOC,8,18.5,,
25NW,Plains,2,4,15,20,11,VUOC,21,6,PASM,8.5,20.5,,
25NW,Plains,2,4,18,32,5,PASM,13,5,VUOC,5,22.5,,
25NW,Plains,2,4,21,14,5,VUOC,16,5,VUOC,5,15,,
25NW,Plains,2,4,24,13,7,VUOC,11,7,VUOC,7,12,,
25NW,Plains,3,1,3,26,5,OPPO,25,10,PASM,7.5,25.5,,
25NW,Plains,3,1,6,18,9,VUOC,21,5,SIHY,7,19.5,,
25NW,Plains,3,1,9,21,9,VUOC,18,5,VUOC,7,19.5,,
25NW,Plains,3,1,12,24,9,VUOC,17,5,VUOC,7,20.5,,
25NW,Plains,3,1,15,33,5,VUOC,21,8,VUOC,6.5,27,,
25NW,Plains,3,1,18,16,11,LARE,15,10,CRMI,10.5,15.5,,
25NW,Plains,3,1,21,16,12,VUOC,11,7,VUOC,9.5,13.5,,
25NW,Plains,3,1,24,14,9,VUOC,9,3,CRMI,6,11.5,,
25NW,Plains,3,2,3,8,3,VUOC,10,5,VUOC,4,9,,
25NW,Plains,3,2,6,16,8,VUOC,12,0,BOGR,4,14,,
25NW,Plains,3,2,9,11,4,VUOC,12,0,BARE,2,11.5,,
25NW,Plains,3,2,12,9,5,VUOC,11,5,VUOC,5,10,,
25NW,Plains,3,2,15,12,5,VUOC,14,3,VUOC,4,13,,
25NW,Plains,3,2,18,13,8,VUOC,12,5,VUOC,6.5,12.5,,
25NW,Plains,3,2,21,13,9,VUOC,10,9,VUOC,9,11.5,,
25NW,Plains,3,2,24,13,6,PLPA,10,9,CRMI,7.5,11.5,,
25NW,Plains,3,3,3,6,3,PLPA,10,8,VUOC,5.5,8,,
25NW,Plains,3,3,6,10,4,VUOC,14,6,VUOC,5,12,,
25NW,Plains,3,3,9,15,13,VUOC,12,10,VUOC,11.5,13.5,,
25NW,Plains,3,3,12,13,10,VUOC,4,3,BOGR,6.5,8.5,,
25NW,Plains,3,3,15,11,8,PLPA,10,7,VUOC,7.5,10.5,,
25NW,Plains,3,3,18,22,8,PASM,26,8,PLPA,8,24,,
25NW,Plains,3,3,21,9,7,EREF,14,10,VUOC,8.5,11.5,,
25NW,Plains,3,3,24,10,9,PLPA,7,5,PLPA,7,8.5,,
25NW,Plains,3,4,3,4,0,BARE,7,3,SPCO,1.5,5.5,,
25NW,Plains,3,4,6,29,4,PASM,24,7,PASM,5.5,26.5,,
25NW,Plains,3,4,9,33,14,VUOC,31,20,PSTE,17,32,,
25NW,Plains,3,4,12,12,3,CRMI,24,17,CRMI,10,18,,
25NW,Plains,3,4,15,18,7,VUOC,12,6,CAEL,6.5,15,,
25NW,Plains,3,4,18,8,5,CRMI,25,6,PASM,5.5,16.5,,
25NW,Plains,3,4,21,17,4,CRMI,22,6,PASM,5,19.5,,
25NW,Plains,3,4,24,0,0,DCR,6,0,BARE,0,3,,
25NW,Plains,4,1,3,11,10,VUOC,9,8,VUOC,9,10,,
25NW,Plains,4,1,6,10,7,VUOC,8,3,VUOC,5,9,,
25NW,Plains,4,1,9,7,5,VUOC,11,10,VUOC,7.5,9,,
25NW,Plains,4,1,12,10,8,VUOC,30,8,VUOC,8,20,,
25NW,Plains,4,1,15,10,9,VUOC,10,8,VUOC,8.5,10,,
25NW,Plains,4,1,18,14,10,VUOC,10,10,VUOC,10,12,,
25NW,Plains,4,1,21,10,7,VUOC,9,7,VUOC,7,9.5,,
25NW,Plains,4,1,24,14,9,VUOC,12,10,VUOC,9.5,13,,
25NW,Plains,4,2,3,30,3,BOGR,28,7,PASM,5,29,,
25NW,Plains,4,2,6,31,4,VUOC,22,9,PASM,6.5,26.5,,
25NW,Plains,4,2,9,12,9,VUOC,12,7,VUOC,8,12,,
25NW,Plains,4,2,12,34,11,PASM,26,12,VUOC,11.5,30,,
25NW,Plains,4,2,15,30,10,VUOC,36,12,VUOC,11,33,,
25NW,Plains,4,2,18,32,10,PASM,31,11,VUOC,10.5,31.5,,
25NW,Plains,4,2,21,22,9,VUOC,14,7,VUOC,8,18,,
25NW,Plains,4,2,24,30,7,VUOC,24,10,VUOC,8.5,27,,
25NW,Plains,4,3,3,24,13,VUOC,20,4,VUOC,8.5,22,,
25NW,Plains,4,3,6,22,11,PASM,19,3,VUOC,7,20.5,,
25NW,Plains,4,3,9,27,12,PASM,34,10,VUOC,11,30.5,,
25NW,Plains,4,3,12,37,7,PASM,22,8,VUOC,7.5,29.5,,
25NW,Plains,4,3,15,41,5,PASM,34,8,CRMI,6.5,37.5,,
25NW,Plains,4,3,18,50,21,PASM,50,15,PASM,18,50,,
25NW,Plains,4,3,21,48,19,PASM,38,9,PASM,14,43,,
25NW,Plains,4,3,24,36,3,CRMI,32,11,PASM,7,34,,
25NW,Plains,4,4,3,16,9,VUOC,15,10,VUOC,9.5,15.5,,
25NW,Plains,4,4,6,13,5,CRMI,12,5,CAEL,5,12.5,,
25NW,Plains,4,4,9,10,9,VUOC,10,6,VUOC,7.5,10,,
25NW,Plains,4,4,12,12,3,VUOC,16,4,CRMI,3.5,14,,
25NW,Plains,4,4,15,11,8,VUOC,11,9,CRMI,8.5,11,,
25NW,Plains,4,4,18,16,5,ASOX,18,6,VUOC,5.5,17,,
25NW,Plains,4,4,21,42,8,PASM,34,7,PASM,7.5,38,,
25NW,Plains,4,4,24,8,5,CRMI,10,2,CRMI,3.5,9,,
19N,Plains,1,1,3,25,10,LARE,24,10,LARE,10,24.5,,
19N,Plains,1,1,6,30,7,STCO,12,10,EREF,8.5,21,,
19N,Plains,1,1,9,30,6,STCO,52,10,STCO,8,41,,
19N,Plains,1,1,12,32,4,CRMI,30,5,STCO,4.5,31,,
19N,Plains,1,1,15,50,7,CRMI,24,7,STCO,7,37,,
19N,Plains,1,1,18,22,5,CRMI,26,8,CRMI,6.5,24,,
19N,Plains,1,1,21,38,5,LARE,56,11,STCO,8,47,,
19N,Plains,1,1,24,36,7,STCO,46,10,CRMI,8.5,41,,
19N,Plains,1,2,3,48,10,STCO,48,8,CRMI,9,48,,
19N,Plains,1,2,6,42,12,STCO,40,9,OECO,10.5,41,,
19N,Plains,1,2,9,50,12,STCO,44,10,STCO,11,47,,
19N,Plains,1,2,12,40,14,STCO,40,26,STCO,20,40,,
19N,Plains,1,2,15,20,6,STCO,30,6,CRMI,6,25,,
19N,Plains,1,2,18,14,5,VUOC,40,5,CRMI,5,27,,
19N,Plains,1,2,21,48,22,STCO,60,16,STCO,19,54,,
19N,Plains,1,2,24,40,12,STCO,50,18,STCO,15,45,,
19N,Plains,1,3,3,22,6,CRMI,20,6,STCO,6,21,,
19N,Plains,1,3,6,26,8,CRMI,40,11,STCO,9.5,33,,
19N,Plains,1,3,9,50,9,STCO,42,10,STCO,9.5,46,,
19N,Plains,1,3,12,48,10,STCO,40,6,STCO,8,44,,
19N,Plains,1,3,15,40,12,STCO,44,6,STCO,9,42,,
19N,Plains,1,3,18,40,12,STCO,40,8,STCO,10,40,,
19N,Plains,1,3,21,30,10,STCO,52,4,STCO,7,41,,
19N,Plains,1,3,24,28,4,CAEL,38,4,STCO,4,33,,
19N,Plains,1,4,3,50,11,STCO,60,12,STCO,11.5,55,,
19N,Plains,1,4,6,40,5,STCO,40,7,STCO,6,40,,
19N,Plains,1,4,9,30,14,STCO,34,9,STCO,11.5,32,,
19N,Plains,1,4,12,30,8,STCO,44,8,STCO,8,37,,
19N,Plains,1,4,15,44,4,STCO,44,7,STCO,5.5,44,,
19N,Plains,1,4,18,34,6,STCO,43,8,STCO,7,38.5,,
19N,Plains,1,4,21,40,5,STCO,44,9,STCO,7,42,,
19N,Plains,1,4,24,45,10,STCO,34,11,STCO,10.5,39.5,,
19N,Plains,2,1,3,14,3,BOGR,11,5,BOGR,4,12.5,,
19N,Plains,2,1,6,14,2,BOGR,16,2,BOGR,2,15,,
19N,Plains,2,1,9,26,3,ATCA,12,3,BOGR,3,19,,
19N,Plains,2,1,12,14,2,BOGR,11,3,BOGR,2.5,12.5,,
19N,Plains,2,1,15,10,3,BOGR,6,3,STCO,3,8,,
19N,Plains,2,1,18,16,2,BOGR,29,20,ATCA,11,22.5,,
19N,Plains,2,1,21,42,5,STCO,41,7,OECO,6,41.5,,
19N,Plains,2,1,24,54,7,STCO,56,15,ATCA,11,55,,
19N,Plains,2,2,3,50,10,ATCA,68,40,ATCA,25,59,,
19N,Plains,2,2,6,20,4,PASM,29,4,PASM,4,24.5,,
19N,Plains,2,2,9,40,7,STCO,32,5,PASM,6,36,,
19N,Plains,2,2,12,79,35,ATCA,48,7,LARE,21,63.5,,
19N,Plains,2,2,15,17,3,CRMI,18,5,CRMI,4,17.5,,
19N,Plains,2,2,18,39,6,STCO,37,11,STCO,8.5,38,,
19N,Plains,2,2,21,36,5,SIHY,43,6,STCO,5.5,39.5,,
19N,Plains,2,2,24,11,6,EREF,12,8,CRMI,7,11.5,,
19N,Plains,2,3,3,21,10,LARE,34,9,VUOC,9.5,27.5,,
19N,Plains,2,3,6,25,7,VUOC,56,12,ATCA,9.5,40.5,,
19N,Plains,2,3,9,22,12,CRMI,37,5,STCO,8.5,29.5,,
19N,Plains,2,3,12,27,3,OPPO,48,10,STCO,6.5,37.5,,
19N,Plains,2,3,15,14,6,CRMI,15,5,VUOC,5.5,14.5,,
19N,Plains,2,3,18,33,6,CRMI,8,5,MATA,5.5,20.5,,
19N,Plains,2,3,21,28,6,VUOC,14,7,CRMI,6.5,21,,
19N,Plains,2,3,24,34,12,ATCA,25,3,STCO,7.5,29.5,,
19N,Plains,2,4,3,32,8,STCO,24,11,LARE,9.5,28,,
19N,Plains,2,4,6,52,10,STCO,48,10,STCO,10,50,,
19N,Plains,2,4,9,46,5,STCO,53,17,STCO,11,49.5,,
19N,Plains,2,4,12,38,7,STCO,44,14,STCO,10.5,41,,
19N,Plains,2,4,15,53,11,STCO,38,11,VUOC,11,45.5,,
19N,Plains,2,4,18,26,4,STCO,21,5,STCO,4.5,23.5,,
19N,Plains,2,4,21,36,5,STCO,34,10,LARE,7.5,35,,
19N,Plains,2,4,24,32,7,OPPO,32,9,OPPO,8,32,,
19N,Plains,3,1,3,51,10,STCO,39,3,OEAL,6.5,45,,
19N,Plains,3,1,6,36,7,STCO,47,8,STCO,7.5,41.5,,
19N,Plains,3,1,9,40,6,SPCR,41,7,SPCR,6.5,40.5,,
19N,Plains,3,1,12,41,3,OPPO,44,5,STCO,4,42.5,,
19N,Plains,3,1,15,40,3,OPPO,37,9,SPCR,6,38.5,,
19N,Plains,3,1,18,31,9,OPPO,34,10,OPPO,9.5,32.5,,
19N,Plains,3,1,21,34,5,STCO,18,5,CRMI,5,26,,
19N,Plains,3,1,24,41,7,STCO,41,4,STCO,5.5,41,,
19N,Plains,3,2,3,20,3,PASM,7,2,BOGR,2.5,13.5,,
19N,Plains,3,2,6,30,3,ATCA,13,5,BOGR,4,21.5,,
19N,Plains,3,2,9,13,2,PASM,13,3,BOGR,2.5,13,,
19N,Plains,3,2,12,20,3,PASM,21,8,PASM,5.5,20.5,,
19N,Plains,3,2,15,10,5,BOGR,28,3,BOGR,4,19,,
19N,Plains,3,2,18,12,3,BOGR,10,3,BOGR,3,11,,
19N,Plains,3,2,21,12,1,BOGR,9,5,BOGR,3,10.5,,
19N,Plains,3,2,24,7,2,BOGR,19,3,PASM,2.5,13,,
19N,Plains,3,3,3,46,6,STCO,43,5,CRMI,5.5,44.5,,
19N,Plains,3,3,6,35,5,STCO,50,13,STCO,9,42.5,,
19N,Plains,3,3,9,39,3,STCO,38,3,STCO,3,38.5,,
19N,Plains,3,3,12,31,7,CRMI,44,6,CRMI,6.5,37.5,,
19N,Plains,3,3,15,54,9,OPPO,52,10,STCO,9.5,53,,
19N,Plains,3,3,18,54,10,STCO,55,9,STCO,9.5,54.5,,
19N,Plains,3,3,21,46,13,STCO,51,12,STCO,12.5,48.5,,
19N,Plains,3,3,24,53,12,STCO,54,10,STCO,11,53.5,,
19N,Plains,3,4,3,13,2,BOGR,16,4,PASM,3,14.5,,
19N,Plains,3,4,6,5,3,BOGR,6,2,BOGR,2.5,5.5,,
19N,Plains,3,4,9,15,5,BOGR,8,1,BOGR,3,11.5,,
19N,Plains,3,4,12,16,2,BOGR,22,4,PASM,3,19,,
19N,Plains,3,4,15,14,2,LYJU,10,3,BOGR,2.5,12,,
19N,Plains,3,4,18,10,1,BOGR,6,3,BOGR,2,8,,
19N,Plains,3,4,21,13,2,PASM,10,5,BOGR,3.5,11.5,,
19N,Plains,3,4,24,12,1,BOGR,10,4,BOGR,2.5,11,,
19N,Plains,4,1,3,40,4,STCO,52,8,STCO,6,46,,
19N,Plains,4,1,6,34,10,SIHY,43,8,BOGR,9,38.5,,
19N,Plains,4,1,9,40,8,STCO,20,5,CRMI,6.5,30,,
19N,Plains,4,1,12,48,12,STCO,40,16,LARE,14,44,,
19N,Plains,4,1,15,30,8,STCO,38,10,STCO,9,34,,
19N,Plains,4,1,18,22,4,BOGR,14,5,STCO,4.5,18,,
19N,Plains,4,1,21,42,6,CRMI,50,12,STCO,9,46,,
19N,Plains,4,1,24,50,20,STCO,40,20,STCO,20,45,,
19N,Plains,4,2,3,14,9,LARE,12,11,LARE,10,13,,
19N,Plains,4,2,6,58,13,STCO,46,10,STCO,11.5,52,,
19N,Plains,4,2,9,20,8,CRMI,30,10,CRMI,9,25,,
19N,Plains,4,2,12,32,13,VUOC,16,10,VUOC,11.5,24,,
19N,Plains,4,2,15,27,10,CRMI,11,7,CRMI,8.5,19,,
19N,Plains,4,2,18,25,4,CRMI,14,4,STCO,4,19.5,,
19N,Plains,4,2,21,34,5,STCO,10,5,VUOC,5,22,,
19N,Plains,4,2,24,12,5,CRMI,28,5,CRMI,5,20,,
19N,Plains,4,3,3,9,2,BOGR,14,5,BOGR,3.5,11.5,,
19N,Plains,4,3,6,10,4,BOGR,9,2,OPPO,3,9.5,,
19N,Plains,4,3,9,12,2,BOGR,5,3,BOGR,2.5,8.5,,
19N,Plains,4,3,12,16,2,PASM,11,3,BOGR,2.5,13.5,,
19N,Plains,4,3,15,6,1,BOGR,14,4,BOGR,2.5,10,,
19N,Plains,4,3,18,6,2,BOGR,9,3,BOGR,2.5,7.5,,
19N,Plains,4,3,21,8,2,BOGR,6,2,BOGR,2,7,,
19N,Plains,4,3,24,6,1,BOGR,6,1,BOGR,1,6,,
19N,Plains,4,4,3,12,2,VUOC,12,5,VUOC,3.5,12,,
19N,Plains,4,4,6,6,4,PASM,12,5,VUOC,4.5,9,,
19N,Plains,4,4,9,14,4,VUOC,10,4,VUOC,4,12,,
19N,Plains,4,4,12,10,5,VUOC,12,5,BOGR,5,11,,
19N,Plains,4,4,15,6,2,BOGR,6,3,BOGR,2.5,6,,
19N,Plains,4,4,18,0,0,BARE,4,1,BOGR,0.5,2,,
19N,Plains,4,4,21,16,8,CIUN,6,1,BOGR,4.5,11,,
19N,Plains,4,4,24,10,2,BOGR,2,0,CAEL,1,6,,
22SW,Plains,1,1,3,22,4,PASM,37,4,PASM,4,29.5,,
22SW,Plains,1,1,6,26,4,PASM,21,2,ARLO,3,23.5,,
22SW,Plains,1,1,9,8,4,BOGR,15,2,CRMI,3,11.5,,
22SW,Plains,1,1,12,28,3,PASM,42,4,PASM,3.5,35,,
22SW,Plains,1,1,15,21,6,CRMI,29,4,CRMI,5,25,,
22SW,Plains,1,1,18,10,8,CRMI,11,7,GUSA,7.5,10.5,,
22SW,Plains,1,1,21,20,2,PASM,36,7,PASM,4.5,28,,
22SW,Plains,1,1,24,16,5,CRMI,18,5,CRMI,5,17,,
22SW,Plains,1,2,3,5,1,BOGR,6,3,CRMI,2,5.5,,
22SW,Plains,1,2,6,8,2,BOGR,4,3,BOGR,2.5,6,,
22SW,Plains,1,2,9,9,3,BOGR,3,1,BUDA,2,6,,
22SW,Plains,1,2,12,7,4,PLPA,4,2,BUDA,3,5.5,,
22SW,Plains,1,2,15,8,3,VUOC,3,2,CRMI,2.5,5.5,,
22SW,Plains,1,2,18,1,0,LITT,8,5,CRMI,2.5,4.5,,
22SW,Plains,1,2,21,7,2,PLPA,8,2,CAEL,2,7.5,,
22SW,Plains,1,2,24,3,1,BUDA,4,2,BUDA,1.5,3.5,,
22SW,Plains,1,3,3,6,1,ASOX,1,0,BOGR,0.5,3.5,,
22SW,Plains,1,3,6,9,1,PASM,8,3,BOGR,2,8.5,,
22SW,Plains,1,3,9,8,2,PASM,9,3,PASM,2.5,8.5,,
22SW,Plains,1,3,12,5,2,BOGR,8,3,CRMI,2.5,6.5,,
22SW,Plains,1,3,15,4,1,CRMI,1,0,DCR,0.5,2.5,,
22SW,Plains,1,3,18,0,0,BARE,13,2,CRMI,1,6.5,,
22SW,Plains,1,3,21,6,2,BUDA,11,2,BUDA,2,8.5,,
22SW,Plains,1,3,24,23,8,VUOC,13,6,VUOC,7,18,,
22SW,Plains,1,4,3,8,2,BOGR,7,2,ARLO,2,7.5,,
22SW,Plains,1,4,6,18,6,CRMI,8,4,CRMI,5,13,,
22SW,Plains,1,4,9,6,2,CRMI,4,1,PLPA,1.5,5,,
22SW,Plains,1,4,12,14,2,ARLO,14,10,CRMI,6,14,,
22SW,Plains,1,4,15,2,1,BOGR,2,0,CRMI,0.5,2,,
22SW,Plains,1,4,18,7,2,BOGR,6,4,CRMI,3,6.5,,
22SW,Plains,1,4,21,5,2,CRMI,8,5,CRMI,3.5,6.5,,
22SW,Plains,1,4,24,12,6,LARE,4,1,BOGR,3.5,8,,
22SW,Plains,2,1,3,11,1,PASM,14,4,PASM,2.5,12.5,,
22SW,Plains,2,1,6,10,1,PASM,13,1,BUDA,1,11.5,,
22SW,Plains,2,1,9,19,7,CRMI,8,4,BUDA,5.5,13.5,,
22SW,Plains,2,1,12,8,3,CRMI,7,4,CRMI,3.5,7.5,,
22SW,Plains,2,1,15,7,5,CRMI,14,7,CRMI,6,10.5,,
22SW,Plains,2,1,18,11,5,BUDA,11,3,PASM,4,11,,
22SW,Plains,2,1,21,13,4,CRMI,8,1,BUDA,2.5,10.5,,
22SW,Plains,2,1,24,6,1,BUDA,16,5,ARLO,3,11,,
22SW,Plains,2,2,3,12,3,BOGR,12,6,PASM,4.5,12,,
22SW,Plains,2,2,6,6,0,CRMI,8,3,MATA,1.5,7,,
22SW,Plains,2,2,9,3,0,MATA,8,5,CRMI,2.5,5.5,,
22SW,Plains,2,2,12,8,2,PLPA,6,0,CRMI,1,7,,
22SW,Plains,2,2,15,0,0,MATA,0,0,BARE,0,0,,
22SW,Plains,2,2,18,5,0,CRMI,0,0,BARE,0,2.5,,
22SW,Plains,2,2,21,4,0,CRMI,0,0,BARE,0,2,,
22SW,Plains,2,2,24,4,2,BOGR,5,2,BOGR,2,4.5,,
22SW,Plains,2,3,3,16,6,PASM,15,6,PASM,6,15.5,,
22SW,Plains,2,3,6,12,7,PASM,22,6,PASM,6.5,17,,
22SW,Plains,2,3,9,9,7,BOGR,13,7,VUOC,7,11,,
22SW,Plains,2,3,12,10,6,CRMI,19,8,CRMI,7,14.5,,
22SW,Plains,2,3,15,8,4,BUDA,8,4,CRMI,4,8,,
22SW,Plains,2,3,18,7,5,CRMI,7,3,CRMI,4,7,,
22SW,Plains,2,3,21,10,9,CRMI,9,4,CRMI,6.5,9.5,,
22SW,Plains,2,3,24,8,2,VUOC,6,3,BOGR,2.5,7,,
22SW,Plains,2,4,3,7,3,BOGR,4,2,BUDA,2.5,5.5,,
22SW,Plains,2,4,6,2,1,BOGR,2,1,BOGR,1,2,,
22SW,Plains,2,4,9,8,4,OPPO,13,3,BOGR,3.5,10.5,,
22SW,Plains,2,4,12,11,2,GUSA,12,1,BOGR,1.5,11.5,,
22SW,Plains,2,4,15,10,2,BOGR,4,1,BOGR,1.5,7,,
22SW,Plains,2,4,18,9,1,BOGR,17,2,ARLO,1.5,13,,
22SW,Plains,2,4,21,3,1,BOGR,8,5,ARLO,3,5.5,,
22SW,Plains,2,4,24,13,1,BOGR,12,3,ARLO,2,12.5,,
22SW,Plains,3,1,3,8,1,OPPO,9,3,ARLO,2,8.5,,
22SW,Plains,3,1,6,12,8,CRMI,6,5,CRMI,6.5,9,,
22SW,Plains,3,1,9,5,1,ARFR,6,2,PEAL,1.5,5.5,,
22SW,Plains,3,1,12,7,4,CRMI,8,4,CRMI,4,7.5,,
22SW,Plains,3,1,15,1,1,DCR,3,3,CRMI,2,2,,
22SW,Plains,3,1,18,9,5,CRMI,11,7,CRMI,6,10,,
22SW,Plains,3,1,21,16,3,PASM,11,5,PASM,4,13.5,,
22SW,Plains,3,1,24,17,9,CRMI,7,1,CRMI,5,12,,
22SW,Plains,3,2,3,12,3,PASM,12,7,PASM,5,12,,
22SW,Plains,3,2,6,8,3,VUOC,8,5,VUOC,4,8,,
22SW,Plains,3,2,9,10,6,VUOC,9,5,CRMI,5.5,9.5,,
22SW,Plains,3,2,12,8,6,CRMI,10,3,VUOC,4.5,9,,
22SW,Plains,3,2,15,10,7,VUOC,11,6,VUOC,6.5,10.5,,
22SW,Plains,3,2,18,8,5,VUOC,8,3,VUOC,4,8,,
22SW,Plains,3,2,21,6,5,CRMI,9,7,CRMI,6,7.5,,
22SW,Plains,3,2,24,1,1,CRMI,3,2,CRMI,1.5,2,,
22SW,Plains,3,3,3,12,2,SIHY,10,2,BOGR,2,11,,
22SW,Plains,3,3,6,13,7,ARFR,6,2,GUSA,4.5,9.5,,
22SW,Plains,3,3,9,14,3,ARLO,9,0,BOGR,1.5,11.5,,
22SW,Plains,3,3,12,15,2,PASM,27,2,PASM,2,21,,
22SW,Plains,3,3,15,24,2,PASM,16,2,PASM,2,20,,
22SW,Plains,3,3,18,30,2,PASM,19,6,PASM,4,24.5,,
22SW,Plains,3,3,21,24,10,GUSA,14,3,ARFR,6.5,19,,
22SW,Plains,3,3,24,15,2,PASM,44,2,PASM,2,29.5,,
22SW,Plains,3,4,3,5,2,BUDA,7,2,GUSA,2,6,,
22SW,Plains,3,4,6,3,2,BUDA,1,0,BUDA,1,2,,
22SW,Plains,3,4,9,5,2,BUDA,7,2,BUDA,2,6,,
22SW,Plains,3,4,12,12,3,ARFR,15,4,BUDA,3.5,13.5,,
22SW,Plains,3,4,15,3,2,PLPA,6,2,BUDA,2,4.5,,
22SW,Plains,3,4,18,21,7,CRMI,7,6,CRMI,6.5,14,,
22SW,Plains,3,4,21,9,8,CRMI,12,10,CRMI,9,10.5,,
22SW,Plains,3,4,24,12,3,CRMI,18,8,PASM,5.5,15,,
22SW,Plains,4,1,3,10,1,BOGR,3,1,BOGR,1,6.5,,
22SW,Plains,4,1,6,4,3,BOGR,11,4,CRMI,3.5,7.5,,
22SW,Plains,4,1,9,22,4,PASM,11,2,SPCO,3,16.5,,
