Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,MeanLow,MeanHigh,,
5E,Plains,3,3,6,20,14,PASM,38,30,PASM,22,29,,
5E,Plains,3,3,9,28,12,ATCA,30,20,PASM,16,29,,
5E,Plains,3,3,12,20,4,BOGR,14,12,PASM,8,17,,
5E,Plains,3,3,15,38,10,PASM,20,11,BOGR,10.5,29,,
5E,Plains,3,3,18,30,12,PASM,8,6,BOGR,9,19,,
5E,Plains,3,3,21,24,12,PASM,22,12,BOGR,12,23,,
5E,Plains,3,3,24,6,3,BOGR,6,4,BOGR,3.5,6,,
5E,Plains,3,4,3,16,14,LARE,16,12,VUOC,13,16,,
5E,Plains,3,4,6,12,10,VUOC,34,9,VUOC,9.5,23,,
5E,Plains,3,4,9,30,7,VUOC,34,14,VUOC,10.5,32,,
5E,Plains,3,4,12,24,10,VUOC,30,12,PASM,11,27,,
5E,Plains,3,4,15,33,18,VUOC,30,11,VUOC,14.5,31.5,,
5E,Plains,3,4,18,15,14,VUOC,20,13,VUOC,13.5,17.5,,
5E,Plains,3,4,21,24,9,VUOC,12,12,VUOC,10.5,18,,
5E,Plains,3,4,24,14,13,ATCA,18,10,VUOC,11.5,16,,
5E,Plains,4,1,3,12,8,BOGR,14,7,OPPO,7.5,13,,
5E,Plains,4,1,6,42,8,BOGR,20,10,BOGR,9,31,,
5E,Plains,4,1,9,22,8,BOGR,12,8,BOGR,8,17,,
5E,Plains,4,1,12,20,8,CAEL,12,9,CAEL,8.5,16,,
5E,Plains,4,1,15,4,2,BOGR,8,4,PLPA,3,6,,
5E,Plains,4,1,18,36,6,CAEL,32,6,CAEL,6,34,,
5E,Plains,4,1,21,36,16,STCO,60,52,STCO,34,48,,
5E,Plains,4,1,24,24,10,BOGR,18,10,CAEL,10,21,,
5E,Plains,4,2,3,50,35,STCO,44,30,STCO,32.5,47,,
5E,Plains,4,2,6,52,23,STCO,50,25,STCO,24,51,,
5E,Plains,4,2,9,42,32,STCO,44,20,PASM,26,43,,
5E,Plains,4,2,12,40,25,STCO,40,30,STCO,27.5,40,,
5E,Plains,4,2,15,34,13,SIHY,58,38,STCO,25.5,46,,
5E,Plains,4,2,18,12,4,CAEL,10,4,BOGR,4,11,,
5E,Plains,4,2,21,20,6,CAEL,23,3,CAEL,4.5,21.5,,
5E,Plains,4,2,24,40,10,STCO,50,10,SIHY,10,45,,
5E,Plains,4,3,3,70,34,PASM,60,42,STCO,38,65,,
5E,Plains,4,3,6,40,24,IPLA,42,10,BOGR,17,41,,
5E,Plains,4,3,9,70,40,STCO,20,10,STCO,25,45,,
5E,Plains,4,3,12,54,33,STCO,72,40,STCO,36.5,63,,
5E,Plains,4,3,15,40,30,STCO,50,24,STCO,27,45,,
5E,Plains,4,3,18,56,20,STCO,34,10,OPPO,15,45,,
5E,Plains,4,3,21,60,49,STCO,60,52,STCO,50.5,60,,
5E,Plains,4,3,24,40,20,STCO,67,40,STCO,30,53.5,,
5E,Plains,4,4,3,16,15,LARE,12,11,CAEL,13,14,,
5E,Plains,4,4,6,4,3,BOGR,14,13,LARE,8,9,,
5E,Plains,4,4,9,10,8,CAEL,8,4,CAEL,6,9,,
5E,Plains,4,4,12,12,10,CAEL,10,8,CAEL,9,11,,
5E,Plains,4,4,15,40,3,CAEL,22,14,STCO,8.5,31,,
5E,Plains,4,4,18,38,12,STCO,40,8,STCO,10,39,,
5E,Plains,4,4,21,26,10,STCO,50,38,STCO,24,38,,
5E,Plains,4,4,24,10,4,BOGR,80,50,STCO,27,45,,
17N,Plains,1,1,3,9,5,VUOC,10,5,VUOC,5,9.5,,
17N,Plains,1,1,6,12,7,VUOC,8,5,VUOC,6,10,,
17N,Plains,1,1,9,10,6,VUOC,8,3,VUOC,4.5,9,,
17N,Plains,1,1,12,10,8,VUOC,14,9,VUOC,8.5,12,,
17N,Plains,1,1,15,10,5,VUOC,9,6,VUOC,5.5,9.5,,
17N,Plains,1,1,18,10,4,VUOC,28,4,BOGR,4,19,,
17N,Plains,1,1,21,9,3,VUOC,9,6,VUOC,4.5,9,,
17N,Plains,1,1,24,12,6,VUOC,9,5,VUOC,5.5,10.5,,
17N,Plains,1,2,3,10,3,BOGR,9,2,BOGR,2.5,9.5,,
17N,Plains,1,2,6,8,2,BOGR,9,3,BUDA,2.5,8.5,,
17N,Plains,1,2,9,8,1,BOGR,9,3,BUDA,2,8.5,,
17N,Plains,1,2,12,5,2,BOGR,9,2,BOGR,2,7,,
17N,Plains,1,2,15,11,0,BUDA,9,2,BOGR,1,10,,
17N,Plains,1,2,18,9,2,BOGR,9,3,BUDA,2.5,9,,
17N,Plains,1,2,21,15,4,VUOC,10,3,BUDA,3.5,12.5,,
17N,Plains,1,2,24,12,2,BUDA,9,3,BOGR,2.5,10.5,,
17N,Plains,1,3,3,17,4,VUOC,11,6,PLPA,5,14,,
17N,Plains,1,3,6,11,6,VUOC,12,6,VUOC,6,11.5,,
17N,Plains,1,3,9,35,14,SPCR,19,9,SPCR,11.5,27,,
17N,Plains,1,3,12,9,3,VUOC,10,5,VUOC,4,9.5,,
17N,Plains,1,3,15,12,5,VUOC,12,7,VUOC,6,12,,
17N,Plains,1,3,18,11,5,VUOC,11,5,VUOC,5,11,,
17N,Plains,1,3,21,19,6,VUOC,12,9,VUOC,7.5,15.5,,
17N,Plains,1,3,24,11,5,VUOC,12,7,VUOC,6,11.5,,
17N,Plains,1,4,3,18,4,BOGR,43,9,STCO,6.5,30.5,,
17N,Plains,1,4,6,18,4,BOGR,10,1,BOGR,2.5,14,,
17N,Plains,1,4,9,5,2,BOGR,15,2,BUDA,2,10,,
17N,Plains,1,4,12,16,1,BOGR,24,7,PASM,4,20,,
17N,Plains,1,4,15,16,2,PASM,26,5,PASM,3.5,21,,
17N,Plains,1,4,18,20,6,VUOC,26,8,VUOC,7,23,,
17N,Plains,1,4,21,16,6,SPCR,32,7,SPCR,6.5,24,,
17N,Plains,1,4,24,22,8,VUOC,21,4,VUOC,6,21.5,,
17N,Plains,2,1,3,17,5,VUOC,10,7,VUOC,6,13.5,,
17N,Plains,2,1,6,9,5,VUOC,10,4,VUOC,4.5,9.5,,
17N,Plains,2,1,9,9,4,VUOC,9,5,VUOC,4.5,9,,
17N,Plains,2,1,12,13,7,ARLO,9,5,VUOC,6,11,,
17N,Plains,2,1,15,12,9,VUOC,9,3,VUOC,6,10.5,,
17N,Plains,2,1,18,10,3,VUOC,12,5,VUOC,4,11,,
17N,Plains,2,1,21,12,4,VUOC,20,9,VUOC,6.5,16,,
17N,Plains,2,1,24,9,2,VUOC,9,4,VUOC,3,9,,
17N,Plains,2,2,3,9,5,VUOC,9,5,VUOC,5,9,,
17N,Plains,2,2,6,25,8,VUOC,12,5,VUOC,6.5,18.5,,
17N,Plains,2,2,9,28,3,VUOC,17,12,ARLO,7.5,22.5,,
17N,Plains,2,2,12,11,9,VUOC,12,4,VUOC,6.5,11.5,,
17N,Plains,2,2,15,20,9,VUOC,19,9,VUOC,9,19.5,,
17N,Plains,2,2,18,13,4,VUOC,18,6,VUOC,5,15.5,,
17N,Plains,2,2,21,16,11,VUOC,17,7,OPPO,9,16.5,,
17N,Plains,2,2,24,11,5,VUOC,9,5,VUOC,5,10,,
17N,Plains,2,3,3,11,5,VUOC,10,3,VUOC,4,10.5,,
17N,Plains,2,3,6,8,3,VUOC,17,4,VUOC,3.5,12.5,,
17N,Plains,2,3,9,12,6,VUOC,14,5,VUOC,5.5,13,,
17N,Plains,2,3,12,16,5,VUOC,22,12,SIHY,8.5,19,,
17N,Plains,2,3,15,12,6,BOGR,18,8,VUOC,7,15,,
17N,Plains,2,3,18,23,5,EREF,16,7,EREF,6,19.5,,
17N,Plains,2,3,21,23,10,VUOC,22,16,ARLO,13,22.5,,
17N,Plains,2,3,24,14,4,VUOC,12,5,VUOC,4.5,13,,
17N,Plains,2,4,3,14,5,VUOC,17,15,VUOC,10,15.5,,
17N,Plains,2,4,6,24,9,OPPO,19,8,OPPO,8.5,21.5,,
17N,Plains,2,4,9,14,5,VUOC,17,9,VUOC,7,15.5,,
17N,Plains,2,4,12,32,7,SPCO,10,4,BOGR,5.5,21,,
17N,Plains,2,4,15,12,4,VUOC,12,6,VUOC,5,12,,
17N,Plains,2,4,18,13,8,VUOC,24,7,VUOC,7.5,18.5,,
17N,Plains,2,4,21,26,9,VUOC,19,6,SPCO,7.5,22.5,,
17N,Plains,2,4,24,14,8,VUOC,8,2,VUOC,5,11,,
17N,Salt Flats,3,1,3,28,22,SPAI,22,20,SPAI,21,25,,
17N,Salt Flats,3,1,6,20,16,PASM,26,5,PASM,10.5,23,,
17N,Salt Flats,3,1,9,24,12,DISP,28,20,DISP,16,26,,
17N,Salt Flats,3,1,12,30,20,PASM,20,8,PASM,14,25,,
17N,Salt Flats,3,1,15,24,16,PASM,36,24,PASM,20,30,,
17N,Salt Flats,3,1,18,24,14,PASM,22,14,PASM,14,23,,
17N,Salt Flats,3,1,21,20,14,DISP,30,14,DISP,14,25,,
17N,Salt Flats,3,1,24,14,7,CRMI,12,10,CAEL,8.5,13,,
17N,Salt Flats,3,2,3,42,8,PASM,24,6,SPAI,7,33,,
17N,Salt Flats,3,2,6,16,1,SPAI,11,4,SPAI,2.5,13.5,,
17N,Salt Flats,3,2,9,24,10,PASM,20,6,CAFI,8,22,,
17N,Salt Flats,3,2,12,18,6,SPAI,17,6,SPAI,6,17.5,,
17N,Salt Flats,3,2,15,22,7,SPAI,15,2,SPAI,4.5,18.5,,
17N,Salt Flats,3,2,18,9,1,SPCR,10,2,SPCR,1.5,9.5,,
17N,Salt Flats,3,2,21,7,1,CAEL,9,6,CRMI,3.5,8,,
17N,Salt Flats,3,2,24,8,4,CRMI,8,6,CRMI,5,8,,
17N,Salt Flats,3,3,3,22,13,SPAI,29,9,SPAI,11,25.5,,
17N,Salt Flats,3,3,6,24,11,SPAI,22,2,PASM,6.5,23,,
17N,Salt Flats,3,3,9,29,10,PASM,31,6,PASM,8,30,,
17N,Salt Flats,3,3,12,29,8,VUOC,23,6,SPAI,7,26,,
17N,Salt Flats,3,3,15,24,8,SPAI,20,5,PASM,6.5,22,,
17N,Salt Flats,3,3,18,36,11,SPAI,21,4,PASM,7.5,28.5,,
17N,Salt Flats,3,3,21,22,6,SPAI,21,8,SPAI,7,21.5,,
17N,Salt Flats,3,3,24,24,9,SPAI,19,4,PASM,6.5,21.5,,
17N,Salt Flats,3,4,3,49,19,SPAI,22,15,SPAI,17,35.5,,
17N,Salt Flats,3,4,6,41,15,Slender Wheat,28,10,POPR,12.5,34.5,,
17N,Salt Flats,3,4,9,36,16,POPR,41,15,JUBA,15.5,38.5,,
17N,Salt Flats,3,4,12,30,10,POPR,32,10,SPAI,10,31,,
17N,Salt Flats,3,4,15,32,14,SPAI,30,15,SPAI,14.5,31,,
17N,Salt Flats,3,4,18,38,17,CAPR,40,19,SPAI,18,39,,
17N,Salt Flats,3,4,21,26,9,SPAI,29,16,SPAI,12.5,27.5,,
17N,Salt Flats,3,4,24,22,6,SPAI,20,7,BOGR,6.5,21,,
17N,Salt Flats,4,1,3,38,16,CAPR,36,9,CAPR,12.5,37,,
17N,Salt Flats,4,1,6,41,13,CAPR,41,14,PASM,13.5,41,,
17N,Salt Flats,4,1,9,34,7,SPAI,51,19,JUBA,13,42.5,,
17N,Salt Flats,4,1,12,41,10,PASM,31,9,PASM,9.5,36,,
17N,Salt Flats,4,1,15,25,10,PASM,24,9,PASM,9.5,24.5,,
17N,Salt Flats,4,1,18,26,15,PASM,21,9,PASM,12,23.5,,
17N,Salt Flats,4,1,21,25,3,CAPR,32,9,PASM,6,28.5,,
17N,Salt Flats,4,1,24,22,10,CAPR,34,7,SPAI,8.5,28,,
17N,Salt Flats,4,2,3,44,9,PASM,55,10,SPAI,9.5,49.5,,
17N,Salt Flats,4,2,6,52,15,STCO,50,14,SPAI,14.5,51,,
17N,Salt Flats,4,2,9,23,8,VUOC,21,6,PASM,7,22,,
17N,Salt Flats,4,2,12,22,5,SPAI,24,4,SPAI,4.5,23,,
17N,Salt Flats,4,2,15,34,15,SPAI,30,5,SPAI,10,32,,
17N,Salt Flats,4,2,18,25,6,SPAI,18,9,SPAI,7.5,21.5,,
17N,Salt Flats,4,2,21,31,9,VUOC,26,5,SPAI,7,28.5,,
17N,Salt Flats,4,2,24,28,9,SPAI,32,5,DISP,7,30,,
17N,Salt Flats,4,3,3,31,10,PASM,14,5,BOGR,7.5,22.5,,
17N,Salt Flats,4,3,6,27,11,VUOC,16,4,VUOC,7.5,21.5,,
17N,Salt Flats,4,3,9,23,13,VUOC,10,1,VUOC,7,16.5,,
17N,Salt Flats,4,3,12,48,17,SIHY,9,2,VUOC,9.5,28.5,,
17N,Salt Flats,4,3,15,34,10,VUOC,16,3,DISP,6.5,25,,
17N,Salt Flats,4,3,18,16,2,SPAI,19,3,SPAI,2.5,17.5,,
17N,Salt Flats,4,3,21,21,7,SPAI,14,5,SPAI,6,17.5,,
17N,Salt Flats,4,3,24,24,8,SPAI,18,2,PASM,5,21,,
17N,Salt Flats,4,4,3,26,12,SPAI,26,8,SPAI,10,26,,
17N,Salt Flats,4,4,6,28,4,VUOC,14,3,VUOC,3.5,21,,
17N,Salt Flats,4,4,9,25,5,SPAI,16,5,VUOC,5,20.5,,
17N,Salt Flats,4,4,12,20,11,VUOC,14,6,SPAI,8.5,17,,
17N,Salt Flats,4,4,15,20,11,VUOC,28,11,SPAI,11,24,,
17N,Salt Flats,4,4,18,13,6,VUOC,17,5,VUOC,5.5,15,,
17N,Salt Flats,4,4,21,27,9,SPAI,23,7,SPAI,8,25,,
17N,Salt Flats,4,4,24,39,9,SPAI,24,4,SPAI,6.5,31.5,,
17N,Plains,5,1,3,40,7,PASM,34,13,VUOC,10,37,,
17N,Plains,5,1,6,43,12,PASM,20,9,CRMI,10.5,31.5,,
17N,Plains,5,1,9,36,4,PASM,38,7,PASM,5.5,37,,
17N,Plains,5,1,12,21,10,PASM,32,12,PASM,11,26.5,,
17N,Plains,5,1,15,24,10,PASM,28,8,PASM,9,26,,
17N,Plains,5,1,18,34,14,VUOC,26,5,VUOC,9.5,30,,
17N,Plains,5,1,21,10,2,OPPO,22,3,VUOC,2.5,16,,
17N,Plains,5,1,24,18,5,VUOC,13,6,VUOC,5.5,15.5,,
17N,Plains,5,2,3,19,13,VUOC,12,0,VUOC,6.5,15.5,,
17N,Plains,5,2,6,19,7,STCO,11,9,VUOC,8,15,,
17N,Plains,5,2,9,52,13,STCO,39,11,STCO,12,45.5,,
17N,Plains,5,2,12,33,10,GACO,30,8,VUOC,9,31.5,,
17N,Plains,5,2,15,35,7,VUOC,14,9,VUOC,8,24.5,,
17N,Plains,5,2,18,38,11,STCO,43,7,STCO,9,40.5,,
17N,Plains,5,2,21,24,5,VUOC,21,5,CRMI,5,22.5,,
17N,Plains,5,2,24,31,10,PASM,22,6,PASM,8,26.5,,
17N,Plains,5,3,3,38,3,OPPO,55,19,STCO,11,46.5,,
17N,Plains,5,3,6,36,5,STCO,48,10,STCO,7.5,42,,
17N,Plains,5,3,9,47,6,STCO,51,7,STCO,6.5,49,,
17N,Plains,5,3,12,53,7,STCO,38,2,STCO,4.5,45.5,,
17N,Plains,5,3,15,54,5,STCO,59,7,STCO,6,56.5,,
17N,Plains,5,3,18,51,15,STCO,37,5,OPPO,10,44,,
17N,Plains,5,3,21,60,10,STCO,55,13,STCO,11.5,57.5,,
17N,Plains,5,3,24,51,9,STCO,52,10,STCO,9.5,51.5,,
17N,Plains,5,4,3,16,1,BOGR,29,6,SIHY,3.5,22.5,,
17N,Plains,5,4,6,19,1,PASM,7,2,BOGR,1.5,13,,
17N,Plains,5,4,9,15,1,BOGR,12,3,BOGR,2,13.5,,
17N,Plains,5,4,12,12,3,BOGR,13,4,OPPO,3.5,12.5,,
17N,Plains,5,4,15,9,2,BOGR,16,2,OPPO,2,12.5,,
17N,Plains,5,4,18,31,2,BOGR,49,5,EVNU,3.5,40,,
17N,Plains,5,4,21,45,9,STCO,46,9,STCO,9,45.5,,
17N,Plains,5,4,24,54,6,STCO,41,1,VUOC,3.5,47.5,,
17N,Plains,6,1,3,69,3,STCO,61,10,STCO,6.5,65,,
17N,Plains,6,1,6,45,10,STCO,52,10,STCO,10,48.5,,
17N,Plains,6,1,9,37,5,STCO,44,9,SPCO,7,40.5,,
17N,Plains,6,1,12,29,3,EREF,38,7,STCO,5,33.5,,
17N,Plains,6,1,15,26,4,IPLA,41,5,STCO,4.5,33.5,,
17N,Plains,6,1,18,9,6,VUOC,27,4,VUOC,5,18,,
17N,Plains,6,1,21,39,6,PLPA,36,9,PLPA,7.5,37.5,,
17N,Plains,6,1,24,29,13,CRMI,63,10,STCO,11.5,46,,
17N,Plains,6,2,3,24,5,PASM,16,5,PASM,5,20,,
17N,Plains,6,2,6,10,2,PASM,7,2,PASM,2,8.5,,
17N,Plains,6,2,9,18,4,PASM,24,4,PASM,4,21,,
17N,Plains,6,2,12,16,2,BOGR,19,6,PASM,4,17.5,,
17N,Plains,6,2,15,16,2,BUDA,10,3,BUDA,2.5,13,,
17N,Plains,6,2,18,13,3,BUDA,8,2,SETR,2.5,10.5,,
17N,Plains,6,2,21,18,1,SETR,10,2,SETR,1.5,14,,
17N,Plains,6,2,24,8,1,CAEL,14,2,SETR,1.5,11,,
17N,Plains,6,3,3,60,15,STCO,70,28,STCO,21.5,65,,
17N,Plains,6,3,6,38,18,STCO,62,42,STCO,30,50,,
17N,Plains,6,3,9,32,8,STCO,42,9,STCO,8.5,37,,
17N,Plains,6,3,12,50,10,STCO,62,27,STCO,18.5,56,,
17N,Plains,6,3,15,54,7,STCO,62,16,STCO,11.5,58,,
17N,Plains,6,3,18,52,11,STCO,50,12,STCO,11.5,51,,
17N,Plains,6,3,21,52,8,STCO,64,5,STCO,6.5,58,,
17N,Plains,6,3,24,62,7,STCO,40,10,VUOC,8.5,51,,
17N,Plains,6,4,3,17,5,PASM,16,2,PASM,3.5,16.5,,
17N,Plains,6,4,6,20,8,PASM,19,3,PASM,5.5,19.5,,
17N,Plains,6,4,9,13,3,PASM,11,1,BOGR,2,12,,
17N,Plains,6,4,12,23,4,PASM,17,3,SPCO,3.5,20,,
17N,Plains,6,4,15,20,9,PASM,26,8,SPAI,8.5,23,,
17N,Plains,6,4,18,28,2,IVAX,39,7,PASM,4.5,33.5,,
17N,Plains,6,4,21,36,11,PASM,35,6,PASM,8.5,35.5,,
17N,Plains,6,4,24,22,9,PASM,15,5,IVAX,7,18.5,,
