Year,Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,Average High,Average Low,Notes
2016,7NW,Salt Flats,6,1,18,22,4,PASM,19,5,PASM,20.5,4.5,
2016,7NW,Salt Flats,6,1,21,31,6,OPPO,21,4,PASM,26,5,
2016,7NW,Salt Flats,6,1,24,21,4,PASM,14,3,BOGR,17.5,3.5,
2016,7NW,Salt Flats,6,2,3,31,9,PASM,32,12,PASM,31.5,10.5,
2016,7NW,Salt Flats,6,2,6,37,13,PASM,27,13,PASM,32,13,
2016,7NW,Salt Flats,6,2,9,34,10,PASM,31,9,PASM,32.5,9.5,
2016,7NW,Salt Flats,6,2,12,31,3,PASM,48,15,PASM,39.5,9,
2016,7NW,Salt Flats,6,2,15,33,17,PASM,38,17,ATCA,35.5,17,
2016,7NW,Salt Flats,6,2,18,30,4,PASM,24,5,ARFR,27,4.5,
2016,7NW,Salt Flats,6,2,21,24,9,VUOC,24,9,PASM,24,9,
2016,7NW,Salt Flats,6,2,24,34,10,ATCA,23,9,PASM,28.5,9.5,
2016,7NW,Salt Flats,6,3,3,22,2,PASM,23,10,PASM,22.5,6,
2016,7NW,Salt Flats,6,3,6,15,4,PASM,21,5,PASM,18,4.5,
2016,7NW,Salt Flats,6,3,9,21,10,PASM,15,5,CADU,18,7.5,
2016,7NW,Salt Flats,6,3,12,6,3,BOGR,9,2,BOGR,7.5,2.5,
2016,7NW,Salt Flats,6,3,15,20,9,PASM,31,8,PASM,25.5,8.5,
2016,7NW,Salt Flats,6,3,18,22,3,BOGR,10,5,BOGR,16,4,
2016,7NW,Salt Flats,6,3,21,17,6,PASM,12,3,CADU,14.5,4.5,
2016,7NW,Salt Flats,6,3,24,9,3,PASM,10,3,BOGR,9.5,3,
2016,7NW,Salt Flats,6,4,3,25,14,PASM,20,8,PASM,22.5,11,
2016,7NW,Salt Flats,6,4,6,22,6,PASM,28,10,PASM,25,8,
2016,7NW,Salt Flats,6,4,9,26,4,ARFR,34,7,ARFR,30,5.5,
2016,7NW,Salt Flats,6,4,12,24,10,PASM,26,9,OPPO,25,9.5,
2016,7NW,Salt Flats,6,4,15,26,10,PASM,25,18,PASM,25.5,14,
2016,7NW,Salt Flats,6,4,18,15,6,PASM,30,1,PASM,22.5,3.5,
2016,7NW,Salt Flats,6,4,21,30,5,PASM,30,8,PASM,30,6.5,
2016,7NW,Salt Flats,6,4,24,16,6,PASM,38,10,PASM,27,8,
2016,7SE,Plains,1,1,3,22,9,BOGR,24,5,BOGR,23,7,
2016,7SE,Plains,1,1,6,16,5,VUOC,14,3,VUOC,15,4,
2016,7SE,Plains,1,1,9,23,7,BOGR,21,6,BOGR,22,6.5,
2016,7SE,Plains,1,1,12,14,5,VUOC,17,3,CADU,15.5,4,
2016,7SE,Plains,1,1,15,14,7,VUOC,10,5,VUOC,12,6,
2016,7SE,Plains,1,1,18,22,4,VUOC,30,5,BOGR,26,4.5,
2016,7SE,Plains,1,1,21,22,5,VUOC,31,4,VUOC,26.5,4.5,
2016,7SE,Plains,1,1,24,33,7,BOGR,16,8,VUOC,24.5,7.5,
2016,7SE,Plains,1,2,3,16,7,VUOC,34,12,VUOC,25,9.5,
2016,7SE,Plains,1,2,6,39,3,VUOC,23,4,VUOC,31,3.5,
2016,7SE,Plains,1,2,9,37,8,HECO,46,9,HECO,41.5,8.5,
2016,7SE,Plains,1,2,12,15,3,VUOC,19,10,VUOC,17,6.5,
2016,7SE,Plains,1,2,15,16,7,VUOC,14,7,VUOC,15,7,
2016,7SE,Plains,1,2,18,23,3,VUOC,26,3,VUOC,24.5,3,
2016,7SE,Plains,1,2,21,16,5,VUOC,17,10,VUOC,16.5,7.5,
2016,7SE,Plains,1,2,24,17,4,VUOC,20,5,VUOC,18.5,4.5,
2016,7SE,Plains,1,3,3,11,3,BOGR,8,2,BOGR,9.5,2.5,
2016,7SE,Plains,1,3,6,10,5,BOGR,12,5,BOGR,11,5,
2016,7SE,Plains,1,3,9,10,3,BOGR,15,5,BOGR,12.5,4,
2016,7SE,Plains,1,3,12,12,5,VUOC,14,1,VUOC,13,3,
2016,7SE,Plains,1,3,15,16,2,VUOC,13,0,BARE,14.5,1,
2016,7SE,Plains,1,3,18,24,3,VUOC,20,4,SPCR,22,3.5,
2016,7SE,Plains,1,3,21,8,3,BOGR,13,5,VUOC,10.5,4,
2016,7SE,Plains,1,3,24,15,3,ARPU,22,7,VUOC,18.5,5,
2016,7SE,Plains,1,4,3,12,3,VUOC,13,5,VUOC,12.5,4,
2016,7SE,Plains,1,4,6,15,5,VUOC,20,9,PASM,17.5,7,
2016,7SE,Plains,1,4,9,11,3,VUOC,16,3,BOGR,13.5,3,
2016,7SE,Plains,1,4,12,16,5,VUOC,17,8,VUOC,16.5,6.5,
2016,7SE,Plains,1,4,15,11,5,VUOC,10,7,VUOC,10.5,6,
2016,7SE,Plains,1,4,18,18,4,VUOC,16,5,VUOC,17,4.5,
2016,7SE,Plains,1,4,21,11,3,BOGR,19,4,VUOC,15,3.5,
2016,7SE,Plains,1,4,24,16,3,BOGR,18,7,VUOC,17,5,
2016,7SE,Plains,2,1,3,22,5,BOGR,29,6,OPPO,25.5,5.5,
2016,7SE,Plains,2,1,6,14,4,BOGR,17,7,EREF,15.5,5.5,
2016,7SE,Plains,2,1,9,41,4,BOGR,30,6,HECO,35.5,5,
2016,7SE,Plains,2,1,12,14,5,VUOC,49,7,BOGR,31.5,6,
2016,7SE,Plains,2,1,15,23,4,BOGR,24,4,BOGR,23.5,4,
2016,7SE,Plains,2,1,18,25,3,VUOC,19,8,EREF,22,5.5,
2016,7SE,Plains,2,1,21,19,7,HECO,18,7,HECO,18.5,7,
2016,7SE,Plains,2,1,24,53,8,HECO,44,13,HECO,48.5,10.5,
2016,7SE,Plains,2,2,3,24,4,VUOC,22,5,VUOC,23,4.5,
2016,7SE,Plains,2,2,6,14,5,BOGR,24,4,VUOC,19,4.5,
2016,7SE,Plains,2,2,9,17,5,VUOC,45,9,PASM,31,7,
2016,7SE,Plains,2,2,12,33,5,PASM,26,3,VUOC,29.5,4,
2016,7SE,Plains,2,2,15,18,3,VUOC,27,11,PASM,22.5,7,
2016,7SE,Plains,2,2,18,20,5,OPPO,16,5,VUOC,18,5,
2016,7SE,Plains,2,2,21,15,3,BOGR,19,4,VUOC,17,3.5,
2016,7SE,Plains,2,2,24,15,5,VUOC,17,3,VUOC,16,4,
2016,7SE,Plains,2,3,3,37,3,BOGR,21,4,BOGR,29,3.5,
2016,7SE,Plains,2,3,6,19,4,BOGR,14,5,BOGR,16.5,4.5,
2016,7SE,Plains,2,3,9,16,5,BOGR,29,5,BOGR,22.5,5,
2016,7SE,Plains,2,3,12,18,6,BOGR,34,6,BOGR,26,6,
2016,7SE,Plains,2,3,15,31,5,BOGR,15,6,BOGR,23,5.5,
2016,7SE,Plains,2,3,18,16,4,BOGR,25,7,BOGR,20.5,5.5,
2016,7SE,Plains,2,3,21,9,3,BOGR,10,5,OPPO,9.5,4,
2016,7SE,Plains,2,3,24,26,3,BOGR,25,5,BOGR,25.5,4,
2016,7SE,Plains,2,4,3,14,5,VUOC,18,5,VUOC,16,5,
2016,7SE,Plains,2,4,6,30,9,ELEL,15,7,VUOC,22.5,8,
2016,7SE,Plains,2,4,9,42,5,HECO,13,5,VUOC,27.5,5,
2016,7SE,Plains,2,4,12,22,6,VUOC,17,5,OPPO,19.5,5.5,
2016,7SE,Plains,2,4,15,20,7,VUOC,16,8,VUOC,18,7.5,
2016,7SE,Plains,2,4,18,11,3,VUOC,17,8,VUOC,14,5.5,
2016,7SE,Plains,2,4,21,20,5,VUOC,27,7,ELEL,23.5,6,
2016,7SE,Plains,2,4,24,18,4,VUOC,32,8,VUOC,25,6,
2016,7SE,Plains,3,1,3,22,4,BOGR,23,5,VUOC,22.5,4.5,
2016,7SE,Plains,3,1,6,40,6,VUOC,20,10,VUOC,30,8,
2016,7SE,Plains,3,1,9,22,4,BOGR,24,6,PASM,23,5,
2016,7SE,Plains,3,1,12,23,3,PASM,16,3,PASM,19.5,3,
2016,7SE,Plains,3,1,15,19,3,BOGR,17,4,PASM,18,3.5,
2016,7SE,Plains,3,1,18,28,11,PASM,28,7,PASM,28,9,
2016,7SE,Plains,3,1,21,24,11,PASM,29,10,PASM,26.5,10.5,
2016,7SE,Plains,3,1,24,16,5,VUOC,20,5,VUOC,18,5,
2016,7SE,Plains,3,2,3,48,10,PASM,35,12,PASM,41.5,11,
2016,7SE,Plains,3,2,6,30,5,VUOC,27,5,VUOC,28.5,5,
2016,7SE,Plains,3,2,9,21,5,VUOC,13,5,VUOC,17,5,
2016,7SE,Plains,3,2,12,12,5,VUOC,16,5,PASM,14,5,
2016,7SE,Plains,3,2,15,28,10,VUOC,13,5,VUOC,20.5,7.5,
2016,7SE,Plains,3,2,18,30,8,VUOC,14,3,VUOC,22,5.5,
2016,7SE,Plains,3,2,21,18,5,VUOC,14,6,VUOC,16,5.5,
2016,7SE,Plains,3,2,24,22,4,VUOC,21,4,ELEL,21.5,4,
2016,7SE,Plains,3,3,3,36,5,BOGR,9,3,BOGR,22.5,4,
2016,7SE,Plains,3,3,6,24,5,ELEL,17,3,VUOC,20.5,4,
2016,7SE,Plains,3,3,9,8,1,BOGR,14,7,BOGR,11,4,
2016,7SE,Plains,3,3,12,18,3,VUOC,14,3,BOGR,16,3,
2016,7SE,Plains,3,3,15,30,11,ELEL,27,5,HECO,28.5,8,
2016,7SE,Plains,3,3,18,30,11,VUOC,24,5,VUOC,27,8,
2016,7SE,Plains,3,3,21,13,3,BOGR,27,4,VUOC,20,3.5,
2016,7SE,Plains,3,3,24,24,4,VUOC,10,4,VUOC,17,4,
2016,7SE,Plains,3,4,3,9,4,VUOC,10,3,BOGR,9.5,3.5,
2016,7SE,Plains,3,4,6,24,8,PASM,10,4,VUOC,17,6,
2016,7SE,Plains,3,4,9,30,11,PASM,36,24,PASM,33,17.5,
2016,7SE,Plains,3,4,12,20,2,BOGR,33,10,PASM,26.5,6,
2016,7SE,Plains,3,4,15,13,7,VUOC,14,7,VUOC,13.5,7,
2016,7SE,Plains,3,4,18,20,4,VUOC,23,13,PASM,21.5,8.5,
2016,7SE,Plains,3,4,21,15,5,VUOC,26,6,VUOC,20.5,5.5,
2016,7SE,Plains,3,4,24,17,3,VUOC,23,10,VUOC,20,6.5,
2016,7SE,Plains,4,1,3,23,8,BOGR,21,9,VUOC,22,8.5,
2016,7SE,Plains,4,1,6,12,4,VUOC,17,9,VUOC,14.5,6.5,
2016,7SE,Plains,4,1,9,16,7,VUOC,16,5,VUOC,16,6,
2016,7SE,Plains,4,1,12,19,3,VUOC,15,4,VUOC,17,3.5,
2016,7SE,Plains,4,1,15,13,6,BOGR,11,4,VUOC,12,5,
2016,7SE,Plains,4,1,18,14,7,VUOC,24,6,ELEL,19,6.5,
2016,7SE,Plains,4,1,21,31,8,VUOC,34,74,VUOC,32.5,41,
2016,7SE,Plains,4,1,24,37,5,VUOC,29,8,VUOC,33,6.5,
2016,7SE,Plains,4,2,3,24,4,VUOC,17,3,VUOC,20.5,3.5,
2016,7SE,Plains,4,2,6,34,8,HECO,16,1,BOGR,25,4.5,
2016,7SE,Plains,4,2,9,16,4,CADU,16,4,VUOC,16,4,
2016,7SE,Plains,4,2,12,23,4,CADU,9,0,BARE,16,2,
2016,7SE,Plains,4,2,15,28,5,HECO,16,3,CADU,22,4,
2016,7SE,Plains,4,2,18,21,6,CADU,20,3,CADU,20.5,4.5,
2016,7SE,Plains,4,2,21,16,3,EREF,13,1,SPCR,14.5,2,
2016,7SE,Plains,4,2,24,20,4,BOGR,31,4,PASM,25.5,4,
2016,7SE,Plains,4,3,3,34,2,ELEL,44,2,PASM,39,2,
2016,7SE,Plains,4,3,6,21,3,HECO,38,5,PASM,29.5,4,
2016,7SE,Plains,4,3,9,20,4,BOGR,30,5,HECO,25,4.5,
2016,7SE,Plains,4,3,12,46,10,HECO,44,6,ELEL,45,8,
2016,7SE,Plains,4,3,15,49,6,OPPO,50,11,HECO,49.5,8.5,
2016,7SE,Plains,4,3,18,48,2,HECO,26,2,BOGR,37,2,
2016,7SE,Plains,4,3,21,16,3,CRMI,15,4,BOGR,15.5,3.5,
2016,7SE,Plains,4,3,24,12,3,BOGR,9,3,BOGR,10.5,3,
2016,7SE,Plains,4,4,3,32,6,HECO,52,9,HECO,42,7.5,
2016,7SE,Plains,4,4,6,38,5,HECO,28,5,BOGR,33,5,
2016,7SE,Plains,4,4,9,34,4,HECO,24,3,HECO,29,3.5,
2016,7SE,Plains,4,4,12,42,10,HECO,40,10,HECO,41,10,
2016,7SE,Plains,4,4,15,28,5,SPCR,42,12,HECO,35,8.5,
2016,7SE,Plains,4,4,18,44,3,THFI,38,11,HECO,41,7,
2016,7SE,Plains,4,4,21,30,5,HECO,32,12,HECO,31,8.5,
2016,7SE,Plains,4,4,24,33,11,HECO,38,11,HECO,35.5,11,
2016,7SE,Salt Flats,5,1,3,26,6,VUOC,28,11,HECO,27,8.5,
2016,7SE,Salt Flats,5,1,6,27,7,HECO,24,7,HECO,25.5,7,
2016,7SE,Salt Flats,5,1,9,34,10,HECO,24,10,TRDU,29,10,
2016,7SE,Salt Flats,5,1,12,46,7,HECO,49,10,HECO,47.5,8.5,
2016,7SE,Salt Flats,5,1,15,36,8,PASM,30,8,HECO,33,8,
2016,7SE,Salt Flats,5,1,18,31,6,PASM,36,9,PASM,33.5,7.5,
2016,7SE,Salt Flats,5,1,21,28,8,PASM,32,7,PASM,30,7.5,
2016,7SE,Salt Flats,5,1,24,36,10,VUOC,30,10,HECO,33,10,
2016,7SE,Salt Flats,5,2,3,36,10,EREF,26,6,COCA,31,8,
2016,7SE,Salt Flats,5,2,6,39,9,PASM,26,8,PASM,32.5,8.5,
2016,7SE,Salt Flats,5,2,9,46,31,ATCA,51,30,ATCA,48.5,30.5,
2016,7SE,Salt Flats,5,2,12,27,15,GUSA,20,5,VUOC,23.5,10,
2016,7SE,Salt Flats,5,2,15,43,9,PASM,41,9,OPPO,42,9,
2016,7SE,Salt Flats,5,2,18,37,8,THME,26,9,PASM,31.5,8.5,
2016,7SE,Salt Flats,5,2,21,20,3,VUOC,15,6,VUOC,17.5,4.5,
2016,7SE,Salt Flats,5,2,24,31,13,ATCA,19,7,VUOC,25,10,
2016,7SE,Salt Flats,5,3,3,22,9,PASM,82,71,ATCA,52,40,
2016,7SE,Salt Flats,5,3,6,41,22,ATCA,60,29,ATCA,50.5,25.5,
2016,7SE,Salt Flats,5,3,9,19,5,PASM,32,17,PASM,25.5,11,
2016,7SE,Salt Flats,5,3,12,23,7,PASM,24,6,PASM,23.5,6.5,
2016,7SE,Salt Flats,5,3,15,19,5,VUOC,14,4,PASM,16.5,4.5,
2016,7SE,Salt Flats,5,3,18,28,9,PASM,20,6,PASM,24,7.5,
2016,7SE,Salt Flats,5,3,21,30,5,PASM,22,6,PASM,26,5.5,
2016,7SE,Salt Flats,5,3,24,20,9,PASM,24,8,PASM,22,8.5,
2016,7SE,Salt Flats,5,4,3,43,15,PASM,32,9,PASM,37.5,12,
2016,7SE,Salt Flats,5,4,6,31,10,PASM,31,10,PASM,31,10,
2016,7SE,Salt Flats,5,4,9,32,8,PASM,34,18,PASM,33,13,
2016,7SE,Salt Flats,5,4,12,36,15,PASM,29,10,PASM,32.5,12.5,
2016,7SE,Salt Flats,5,4,15,35,9,PASM,36,16,SIAL,35.5,12.5,
2016,7SE,Salt Flats,5,4,18,24,7,PASM,27,9,PASM,25.5,8,
2016,7SE,Salt Flats,5,4,21,26,7,PASM,45,5,CADU,35.5,6,
2016,7SE,Salt Flats,5,4,24,44,18,PASM,56,25,SPAI,50,21.5,
2016,7SE,Salt Flats,6,1,3,30,5,SPAI,17,8,SPAI,23.5,6.5,
2016,7SE,Salt Flats,6,1,6,26,17,PASM,25,13,SPAI,25.5,15,
2016,7SE,Salt Flats,6,1,9,25,10,SPAI,20,10,PASM,22.5,10,
2016,7SE,Salt Flats,6,1,12,20,5,SPAI,31,15,SPAI,25.5,10,
2016,7SE,Salt Flats,6,1,15,34,18,ATCA,15,6,PASM,24.5,12,
2016,7SE,Salt Flats,6,1,18,33,10,PASM,22,4,LEDE,27.5,7,
2016,7SE,Salt Flats,6,1,21,30,19,PASM,38,20,PASM,34,19.5,
2016,7SE,Salt Flats,6,1,24,33,11,ARFR,29,7,ASPE,31,9,
2016,7SE,Salt Flats,6,2,3,19,10,BRTE,23,6,SPAI,21,8,
2016,7SE,Salt Flats,6,2,6,32,7,PASM,22,6,PASM,27,6.5,
2016,7SE,Salt Flats,6,2,9,37,5,PASM,27,10,PASM,32,7.5,
2016,7SE,Salt Flats,6,2,12,44,26,PASM,46,24,PASM,45,25,
2016,7SE,Salt Flats,6,2,15,32,7,PASM,40,20,PASM,36,13.5,
2016,7SE,Salt Flats,6,2,18,39,19,PASM,50,24,PASM,44.5,21.5,
2016,7SE,Salt Flats,6,2,21,30,10,PASM,32,10,PASM,31,10,
2016,7SE,Salt Flats,6,2,24,25,10,PASM,20,6,PASM,22.5,8,
2016,7SE,Salt Flats,6,3,3,25,9,PASM,37,12,SPAI,31,10.5,
2016,7SE,Salt Flats,6,3,6,24,12,VUOC,24,13,SPAI,24,12.5,
2016,7SE,Salt Flats,6,3,9,25,8,PASM,30,12,SPAI,27.5,10,
2016,7SE,Salt Flats,6,3,12,26,4,PASM,32,12,PASM,29,8,
2016,7SE,Salt Flats,6,3,15,31,10,VUOC,16,23,ATCA,23.5,16.5,
2016,7SE,Salt Flats,6,3,18,51,14,PASM,26,10,PASM,38.5,12,
2016,7SE,Salt Flats,6,3,21,34,13,PASM,36,17,PASM,35,15,
2016,7SE,Salt Flats,6,3,24,45,10,HECO,28,10,HECO,36.5,10,
2016,7SE,Salt Flats,6,4,3,22,10,ATCA,40,35,ATCA,31,22.5,
2016,7SE,Salt Flats,6,4,6,23,11,PASM,31,12,SPAI,27,11.5,
2016,7SE,Salt Flats,6,4,9,24,12,PASM,20,9,VUOC,22,10.5,
2016,7SE,Salt Flats,6,4,12,52,14,PASM,30,17,PASM,41,15.5,
2016,7SE,Salt Flats,6,4,15,14,8,PASM,20,10,PASM,17,9,
2016,7SE,Salt Flats,6,4,18,30,16,PASM,32,20,PASM,31,18,
2016,7SE,Salt Flats,6,4,21,30,8,PASM,26,9,VUOC,28,8.5,
2016,7SE,Salt Flats,6,4,24,26,10,VUOC,25,15,PASM,25.5,12.5,
2016,25SE,Plains,1,1,3,23,4,VUOC,24,10,ARPU,23.5,7,
2016,25SE,Plains,1,1,6,11,4,VUOC,28,6,ARPU,19.5,5,
2016,25SE,Plains,1,1,9,21,4,VUOC,20,9,VUOC,20.5,6.5,
2016,25SE,Plains,1,1,12,5,3,BOGR,9,5,BOGR,7,4,
2016,25SE,Plains,1,1,15,10,4,VUOC,6,4,VUOC,8,4,
2016,25SE,Plains,1,1,18,10,6,BOGR,10,2,BOGR,10,4,
2016,25SE,Plains,1,1,21,8,2,BOGR,24,3,BOGR,16,2.5,
2016,25SE,Plains,1,1,24,9,3,BOGR,22,6,BOGR,15.5,4.5,
2016,25SE,Plains,1,2,3,14,5,VUOC,16,9,VUOC,15,7,
2016,25SE,Plains,1,2,6,22,6,VUOC,24,7,VUOC,23,6.5,
2016,25SE,Plains,1,2,9,24,4,VUOC,26,2,VUOC,25,3,
2016,25SE,Plains,1,2,12,20,2,VUOC,33,6,VUOC,26.5,4,
2016,25SE,Plains,1,2,15,22,2,BOGR,12,6,BOGR,17,4,
2016,25SE,Plains,1,2,18,23,5,BOGR,15,5,BOGR,19,5,
2016,25SE,Plains,1,2,21,19,3,BOGR,14,3,VUOC,16.5,3,
2016,25SE,Plains,1,2,24,14,5,BOGR,14,4,PASM,14,4.5,
2016,25SE,Plains,1,3,3,26,4,VUOC,16,5,VUOC,21,4.5,
2016,25SE,Plains,1,3,6,8,3,VUOC,11,3,VUOC,9.5,3,
2016,25SE,Plains,1,3,9,21,2,VUOC,28,7,VUOC,24.5,4.5,
2016,25SE,Plains,1,3,12,32,7,VUOC,22,5,VUOC,27,6,
2016,25SE,Plains,1,3,15,14,3,VUOC,30,5,VUOC,22,4,
2016,25SE,Plains,1,3,18,26,7,VUOC,32,9,VUOC,29,8,
2016,25SE,Plains,1,3,21,14,5,VUOC,19,5,VUOC,16.5,5,
2016,25SE,Plains,1,3,24,21,3,VUOC,9,3,VUOC,15,3,
2016,25SE,Plains,1,4,3,14,3,BUDA,13,5,VUOC,13.5,4,
2016,25SE,Plains,1,4,6,22,0,BARE,21,4,VUOC,21.5,2,
2016,25SE,Plains,1,4,9,19,3,VUOC,19,5,VUOC,19,4,
2016,25SE,Plains,1,4,12,25,3,VUOC,19,5,VUOC,22,4,
2016,25SE,Plains,1,4,15,18,3,VUOC,24,9,VUOC,21,6,
2016,25SE,Plains,1,4,18,19,2,VUOC,19,5,VUOC,19,3.5,
2016,25SE,Plains,1,4,21,16,3,VUOC,30,6,VUOC,23,4.5,
2016,25SE,Plains,1,4,24,36,6,VUOC,29,2,VUOC,32.5,4,
2016,25SE,Plains,2,1,3,12,4,VUOC,14,6,VUOC,13,5,
2016,25SE,Plains,2,1,6,22,11,ARPU,18,9,VUOC,20,10,
2016,25SE,Plains,2,1,9,5,4,VUOC,5,4,PLPA,5,4,
2016,25SE,Plains,2,1,12,11,5,VUOC,22,6,VUOC,16.5,5.5,
2016,25SE,Plains,2,1,15,22,4,VUOC,20,4,VUOC,21,4,
2016,25SE,Plains,2,1,18,9,6,BOGR,22,3,BOGR,15.5,4.5,
2016,25SE,Plains,2,1,21,14,4,VUOC,22,4,VUOC,18,4,
2016,25SE,Plains,2,1,24,10,6,VUOC,20,7,VUOC,15,6.5,
2016,25SE,Plains,2,2,3,20,6,VUOC,16,2,VUOC,18,4,
2016,25SE,Plains,2,2,6,21,7,VUOC,12,3,VUOC,16.5,5,
2016,25SE,Plains,2,2,9,14,5,VUOC,14,4,VUOC,14,4.5,
2016,25SE,Plains,2,2,12,13,3,VUOC,13,4,VUOC,13,3.5,
2016,25SE,Plains,2,2,15,21,6,VUOC,10,3,VUOC,15.5,4.5,
2016,25SE,Plains,2,2,18,28,4,VUOC,22,3,VUOC,25,3.5,
2016,25SE,Plains,2,2,21,32,10,VUOC,20,10,VUOC,26,10,
2016,25SE,Plains,2,2,24,21,5,VUOC,28,7,VUOC,24.5,6,
2016,25SE,Plains,2,3,3,19,8,VUOC,22,2,VUOC,20.5,5,
2016,25SE,Plains,2,3,6,8,2,VUOC,16,2,VUOC,12,2,
2016,25SE,Plains,2,3,9,25,8,VUOC,22,6,VUOC,23.5,7,
2016,25SE,Plains,2,3,12,20,10,VUOC,18,10,VUOC,19,10,
2016,25SE,Plains,2,3,15,19,15,ASMO,40,7,VUOC,29.5,11,
2016,25SE,Plains,2,3,18,32,6,VUOC,29,9,ARPU,30.5,7.5,
2016,25SE,Plains,2,3,21,14,10,VUOC,22,5,VUOC,18,7.5,
2016,25SE,Plains,2,3,24,22,6,VUOC,28,8,VUOC,25,7,
2016,25SE,Plains,2,4,3,11,2,VUOC,10,3,VUOC,10.5,2.5,
2016,25SE,Plains,2,4,6,10,3,VUOC,31,4,VUOC,20.5,3.5,
2016,25SE,Plains,2,4,9,21,9,ELEL,30,3,VUOC,25.5,6,
2016,25SE,Plains,2,4,12,11,0,VUOC,5,1,SPCO,8,0.5,
2016,25SE,Plains,2,4,15,16,5,VUOC,19,2,BOGR,17.5,3.5,
2016,25SE,Plains,2,4,18,52,2,VUOC,9,6,VUOC,30.5,4,
2016,25SE,Plains,2,4,21,13,3,VUOC,14,3,VUOC,13.5,3,
2016,25SE,Plains,2,4,24,18,5,VUOC,32,5,VUOC,25,5,
2016,25SE,Plains,3,1,3,17,2,PLPA,26,5,PASM,21.5,3.5,
2016,25SE,Plains,3,1,6,26,4,PASM,22,7,VUOC,24,5.5,
2016,25SE,Plains,3,1,9,29,5,VUOC,24,6,VUOC,26.5,5.5,
2016,25SE,Plains,3,1,12,16,7,VUOC,16,2,VUOC,16,4.5,
2016,25SE,Plains,3,1,15,14,3,VUOC,38,6,VUOC,26,4.5,
2016,25SE,Plains,3,1,18,11,5,ELEL,24,7,VUOC,17.5,6,
2016,25SE,Plains,3,1,21,18,5,PIOP,17,4,PIOP,17.5,4.5,
2016,25SE,Plains,3,1,24,26,5,VUOC,25,3,GUSA,25.5,4,
2016,25SE,Plains,3,2,3,12,4,ELEL,18,3,BUDA,15,3.5,
2016,25SE,Plains,3,2,6,21,2,GUSA,32,8,PASM,26.5,5,
2016,25SE,Plains,3,2,9,18,6,PASM,22,4,PASM,20,5,
2016,25SE,Plains,3,2,12,22,8,VUOC,12,5,ELEL,17,6.5,
2016,25SE,Plains,3,2,15,27,6,VUOC,12,4,VUOC,19.5,5,
2016,25SE,Plains,3,2,18,32,4,BUDA,30,5,PASM,31,4.5,
2016,25SE,Plains,3,2,21,30,20,GUSA,32,10,GUSA,31,15,
2016,25SE,Plains,3,2,24,12,4,VUOC,16,8,VUOC,14,6,
2016,25SE,Plains,3,3,3,22,5,ELEL,21,5,GUSA,21.5,5,
2016,25SE,Plains,3,3,6,17,2,BUDA,22,5,PASM,19.5,3.5,
2016,25SE,Plains,3,3,9,22,13,PASM,16,7,GUSA,19,10,
2016,25SE,Plains,3,3,12,20,3,BOGR,20,3,BUDA,20,3,
2016,25SE,Plains,3,3,15,24,3,PASM,12,4,PASM,18,3.5,
2016,25SE,Plains,3,3,18,24,5,VUOC,32,5,ELEL,28,5,
2016,25SE,Plains,3,3,21,24,7,PASM,44,6,VUOC,34,6.5,
2016,25SE,Plains,3,3,24,32,10,PASM,38,13,ELEL,35,11.5,
2016,25SE,Plains,3,4,3,18,11,ARPU,22,11,VUOC,20,11,
2016,25SE,Plains,3,4,6,22,12,VUOC,32,10,SPCR,27,11,
2016,25SE,Plains,3,4,9,16,8,PASM,12,6,ELEL,14,7,
2016,25SE,Plains,3,4,12,22,7,ARPU,32,12,PASM,27,9.5,
2016,25SE,Plains,3,4,15,22,3,BOGR,22,4,BOGR,22,3.5,
2016,25SE,Plains,3,4,18,12,4,BOGR,12,6,BOGR,12,5,
2016,25SE,Plains,3,4,21,6,3,BUDA,5,4,BOGR,5.5,3.5,
2016,25SE,Plains,3,4,24,21,3,BOGR,5,4,BOGR,13,3.5,
2016,25SE,Plains,4,1,3,10,2,BUDA,19,5,BOGR,14.5,3.5,
2016,25SE,Plains,4,1,6,6,2,BUDA,6,2,SPCO,6,2,
2016,25SE,Plains,4,1,9,9,3,BOGR,22,3,VUOC,15.5,3,
2016,25SE,Plains,4,1,12,8,1,BUDA,12,3,VUOC,10,2,
2016,25SE,Plains,4,1,15,22,4,VUOC,4,0,BUDA,13,2,
2016,25SE,Plains,4,1,18,18,3,VUOC,12,5,BUDA,15,4,
2016,25SE,Plains,4,1,21,14,3,BOGR,32,4,VUOC,23,3.5,
2016,25SE,Plains,4,1,24,21,5,BOGR,25,5,CADU,23,5,
2016,25SE,Plains,4,2,3,30,3,BOGR,18,5,BOGR,24,4,
2016,25SE,Plains,4,2,6,24,6,BOGR,26,4,BOGR,25,5,
2016,25SE,Plains,4,2,9,14,7,BOGR,16,7,BOGR,15,7,
2016,25SE,Plains,4,2,12,42,9,SONU,43,13,SONU,42.5,11,
2016,25SE,Plains,4,2,15,11,4,BOGR,35,3,BOGR,23,3.5,
2016,25SE,Plains,4,2,18,9,2,BOGR,26,5,BOGR,17.5,3.5,
2016,25SE,Plains,4,2,21,30,4,BOGR,23,3,BOGR,26.5,3.5,
2016,25SE,Plains,4,2,24,9,4,BOGR,27,5,BOGR,18,4.5,
